Project:,Preeti_MushroomAdhesion,,,
,161,-0.00666941,16.0145,8.051
,162,-0.0087086,15.9894,8.101
,163,-0.00547892,15.9646,8.151
,164,-0.00724224,15.9396,8.201
,165,-0.00836296,15.9144,8.251
,166,-0.00987492,15.8894,8.301
,167,-0.00746279,15.8644,8.351
,168,-0.0100947,15.8394,8.401
,169,-0.00855858,15.8144,8.451
,170,-0.00928223,15.7894,8.501
,171,-0.00836569,15.7644,8.551
,172,-0.0100838,15.7394,8.601
,173,-0.00871211,15.7144,8.651
,174,-0.0108745,15.6894,8.701
,175,-0.0107934,15.6644,8.751
,176,-0.0115237,15.6394,8.801
,177,-0.00925376,15.6144,8.851
,178,-0.012146,15.5894,8.901
,179,-0.010189,15.5644,8.951
,180,-0.0112696,15.5394,9.001
,181,-0.00930988,15.5141,9.051
,182,-0.0130684,15.4894,9.101
,183,-0.0105487,15.4644,9.151
,184,-0.0137098,15.4394,9.201
,185,-0.0113631,15.4144,9.251
,186,-0.0140831,15.3894,9.301
,187,-0.0115724,15.3646,9.351
,188,-0.0137729,15.3396,9.401
,189,-0.0131794,15.3145,9.451
,190,-0.013979,15.2894,9.501
,191,-0.0134339,15.2646,9.551
,192,-0.0127687,15.24,9.601
,193,-0.013324,15.215,9.651
,194,-0.0156555,15.19,9.701
,195,-0.0134635,15.165,9.751
,196,-0.0121557,15.14,9.801
,197,-0.0151454,15.1154,9.851
,198,-0.0163136,15.0908,9.901
,199,-0.0147358,15.0658,9.951
,200,-0.015507,15.0408,10
,201,-0.0144393,15.0158,10.05
,202,-0.0161441,14.9908,10.1
,203,-0.0156075,14.9658,10.15
,204,-0.0134467,14.9408,10.2
,205,-0.0135788,14.9158,10.25
,206,-0.0130684,14.8908,10.3
,207,-0.0148851,14.8658,10.35
,208,-0.0125863,14.8408,10.4
,209,-0.0135461,14.8158,10.45
,210,-0.0142573,14.7908,10.5
,211,-0.01352,14.7658,10.55
,212,-0.0124367,14.7408,10.6
,213,-0.0133867,14.7158,10.65
,214,-0.0134343,14.6908,10.7
,215,-0.0131755,14.6657,10.75
,216,-0.0113955,14.6408,10.8
,217,-0.0131202,14.6158,10.85
,218,-0.0130859,14.5908,10.9
,219,-0.0136626,14.5658,10.95
,220,-0.0129137,14.5408,11
,221,-0.012427,14.5158,11.05
,222,-0.0120817,14.4908,11.1
,223,-0.012409,14.4658,11.15
,224,-0.0100195,14.4411,11.2
,225,-0.0101652,14.4162,11.25
,226,-0.0124375,14.3912,11.3
,227,-0.0117142,14.3663,11.35
,228,-0.00983556,14.3415,11.4
,229,-0.0100156,14.3165,11.45
,230,-0.0119753,14.2915,11.5
,231,-0.0108332,14.2665,11.55
,232,-0.00975178,14.2415,11.6
,233,-0.010913,14.2165,11.65
,234,-0.0105787,14.1915,11.7
,235,-0.0105467,14.1665,11.75
,236,-0.00803681,14.1415,11.8
,237,-0.0101734,14.1167,11.85
,238,-0.00941354,14.0916,11.9
,239,-0.00854338,14.0667,11.95
,240,-0.00780767,14.0427,12
,241,-0.00932275,14.0178,12.05
,242,-0.00891553,13.9927,12.1
,243,-0.00826671,13.9677,12.15
,244,-0.00710779,13.9424,12.2
,245,-0.00726796,13.9178,12.25
,246,-0.0080403,13.8927,12.3
,247,-0.0082558,13.8677,12.35
,248,-0.0067489,13.8429,12.4
,249,-0.00785715,13.8178,12.45
,250,-0.00718456,13.7927,12.5
,251,-0.00778273,13.7677,12.55
,252,-0.00668188,13.7429,12.6
,253,-0.00548322,13.7179,12.65
,254,-0.00894242,13.6929,12.7
,255,-0.00646132,13.6677,12.75
,256,-0.006035,13.6429,12.8
,257,-0.00627583,13.6179,12.85
,258,-0.00732523,13.5929,12.9
,259,-0.00716352,13.5679,12.95
,260,-0.00592005,13.5429,13
,261,-0.00625829,13.5179,13.05
,262,-0.00793198,13.4929,13.1
,263,-0.00678086,13.4679,13.15
,264,-0.0052007,13.4431,13.2
,265,-0.00525486,13.4182,13.25
,266,-0.00549762,13.3933,13.3
,267,-0.00599058,13.3683,13.35
,268,-0.00533904,13.3435,13.4
,269,-0.00604007,13.3185,13.45
,270,-0.00587211,13.2935,13.5
,271,-0.00716898,13.2685,13.55
,272,-0.00531721,13.2435,13.6
,273,-0.00699713,13.2185,13.65
,274,-0.00628324,13.1935,13.7
,275,-0.00736421,13.1685,13.75
,276,-0.0057556,13.1437,13.8
,277,-0.00542204,13.119,13.85
,278,-0.00697413,13.0939,13.9
,279,-0.00888513,13.0692,13.95
,280,-0.00511457,13.0442,14
,281,-0.00573534,13.0192,14.05
,282,-0.00697102,12.995,14.1
,283,-0.00851806,12.97,14.15
,284,-0.00502691,12.9447,14.2
,285,-0.00748073,12.92,14.25
,286,-0.00528603,12.895,14.3
,287,-0.00668772,12.87,14.35
,288,-0.0059937,12.845,14.4
,289,-0.00798848,12.82,14.45
,290,-0.00765646,12.795,14.5
,291,-0.0103971,12.77,14.55
,292,-0.00772232,12.745,14.6
,293,-0.00799354,12.72,14.65
,294,-0.00660939,12.695,14.7
,295,-0.0086256,12.67,14.75
,296,-0.00699323,12.645,14.8
,297,-0.00825657,12.6197,14.85
,298,-0.00745383,12.5947,14.9
,299,-0.0106691,12.57,14.95
,300,-0.00905113,12.545,15
,301,-0.00860028,12.5197,15.05
,302,-0.0085812,12.495,15.1
,303,-0.00966022,12.47,15.15
,304,-0.00984024,12.445,15.2
,305,-0.0106847,12.42,15.25
,306,-0.0105834,12.395,15.3
,307,-0.0110206,12.37,15.35
,308,-0.00897865,12.3451,15.4
,309,-0.00984726,12.3205,15.45
,310,-0.0099322,12.2956,15.5
,311,-0.0128119,12.2706,15.55
,312,-0.010138,12.2456,15.6
,313,-0.0134573,12.2206,15.65
,314,-0.0103472,12.1956,15.7
,315,-0.0136143,12.1706,15.75
,316,-0.0119254,12.1456,15.8
,317,-0.0124234,12.1206,15.85
,318,-0.011293,12.0956,15.9
,319,-0.0137308,12.0706,15.95
,320,-0.0120486,12.0456,16
,321,-0.0128291,12.0206,16.05
,322,-0.0122458,11.996,16.1
,323,-0.0143383,11.971,16.15
,324,-0.0137581,11.9469,16.2
,325,-0.0136155,11.9221,16.25
,326,-0.0128205,11.8969,16.3
,327,-0.0142351,11.8719,16.35
,328,-0.01423,11.8469,16.4
,329,-0.0137663,11.8219,16.45
,330,-0.0135294,11.7969,16.5
,331,-0.0138781,11.7719,16.55
,332,-0.0127944,11.7469,16.6
,333,-0.0128236,11.7219,16.65
,334,-0.015069,11.6969,16.7
,335,-0.0139354,11.6719,16.75
,336,-0.0131311,11.6469,16.8
,337,-0.0115872,11.6219,16.85
,338,-0.0120778,11.5969,16.9
,339,-0.0138341,11.5719,16.95
,340,-0.0140687,11.5469,17
,341,-0.0116382,11.5221,17.05
,342,-0.0129172,11.4971,17.1
,343,-0.0124117,11.4722,17.15
,344,-0.0138766,11.4474,17.2
,345,-0.0112517,11.4224,17.25
,346,-0.0141517,11.3975,17.3
,347,-0.0129074,11.3725,17.35
,348,-0.0111383,11.3475,17.4
,349,-0.0108429,11.3225,17.45
,350,-0.0111527,11.2975,17.5
,351,-0.011155,11.2725,17.55
,352,-0.0120388,11.2475,17.6
,353,-0.0108195,11.2225,17.65
,354,-0.0121807,11.1978,17.7
,355,-0.0109403,11.1725,17.75
,356,-0.0111753,11.1475,17.8
,357,-0.00945445,11.1228,17.85
,358,-0.0112665,11.0978,17.9
,359,-0.010712,11.0725,17.95
,360,-0.0110576,11.0483,18
,361,-0.00829749,11.0228,18.05
,362,-0.00896191,10.9978,18.1
,363,-0.0110007,10.9725,18.15
,364,-0.00976192,10.9475,18.2
,365,-0.00781235,10.9228,18.25
,366,-0.00727614,10.899,18.3
,367,-0.00954408,10.8738,18.35
,368,-0.00777571,10.8487,18.4
,369,-0.00657042,10.824,18.45
,370,-0.00674618,10.799,18.5
,371,-0.0100678,10.7738,18.55
,372,-0.00783066,10.7487,18.6
,373,-0.00687711,10.724,18.65
,374,-0.00809408,10.6987,18.7
,375,-0.00670137,10.6737,18.75
,376,-0.00624427,10.6487,18.8
,377,-0.00536202,10.6237,18.85
,378,-0.00646248,10.5987,18.9
,379,-0.00770713,10.5737,18.95
,380,-0.00795145,10.5487,19
,381,-0.00629453,10.5237,19.05
,382,-0.00534955,10.499,19.1
,383,-0.00514302,10.4737,19.15
,384,-0.00416024,10.4487,19.2
,385,-0.00591109,10.424,19.25
,386,-0.00369809,10.399,19.3
,387,-0.00614451,10.3741,19.35
,388,-0.00676449,10.349,19.4
,389,-0.0055331,10.3244,19.45
,390,-0.00409401,10.299,19.5
,391,-0.0064843,10.2741,19.55
,392,-0.00641573,10.2493,19.6
,393,-0.00373354,10.2244,19.65
,394,-0.0053819,10.1991,19.7
,395,-0.00512978,10.1741,19.75
,396,-0.00428378,10.1493,19.8
,397,-0.0045776,10.1244,19.85
,398,-0.00538189,10.0991,19.9
,399,-0.00537955,10.0744,19.95
,400,-0.00642819,10.0493,20
,401,-0.00431573,10.0248,20.05
,402,-0.00689113,9.9991,20.1
,403,-0.00789846,9.9741,20.15
,404,-0.00661485,9.9493,20.2
,405,-0.00548789,9.9244,20.25
,406,-0.00712533,9.8991,20.3
,407,-0.00565195,9.8741,20.35
,408,-0.00662537,9.85,20.4
,409,-0.00644378,9.8252,20.45
,410,-0.00678319,9.8,20.5
,411,-0.00696245,9.7749,20.55
,412,-0.00795185,9.7498,20.6
,413,-0.00592589,9.7249,20.65
,414,-0.00659848,9.6998,20.7
,415,-0.0058651,9.6749,20.75
,416,-0.0106216,9.6498,20.8
,417,-0.00617919,9.6248,20.85
,418,-0.00974789,9.5998,20.9
,419,-0.00727692,9.5749,20.95
,420,-0.00694685,9.5498,21
,421,-0.00760153,9.5249,21.05
,422,-0.0102751,9.4998,21.1
,423,-0.0088111,9.4749,21.15
,424,-0.0114605,9.45,21.2
,425,-0.00897437,9.4249,21.25
,426,-0.0116819,9.4,21.3
,427,-0.00963137,9.3749,21.35
,428,-0.0106274,9.35,21.4
,429,-0.00879589,9.3252,21.45
,430,-0.0115389,9.3,21.5
,431,-0.00932119,9.2749,21.55
,432,-0.0127819,9.25,21.6
,433,-0.00989674,9.2252,21.65
,434,-0.0100811,9.2002,21.7
,435,-0.0109434,9.1752,21.75
,436,-0.0126467,9.1502,21.8
,437,-0.0104501,9.1254,21.85
,438,-0.0123954,9.1002,21.9
,439,-0.0121378,9.0752,21.95
,440,-0.0134514,9.0502,22
,441,-0.0112271,9.0252,22.05
,442,-0.012192,9.0002,22.1
,443,-0.0125645,8.9752,22.15
,444,-0.0125668,8.95,22.2
,445,-0.0140796,8.9252,22.25
,446,-0.0135223,8.9,22.3
,447,-0.0117586,8.8749,22.35
,448,-0.0139701,8.85,22.4
,449,-0.0128607,8.8252,22.45
,450,-0.0129183,8.8009,22.5
,451,-0.0133493,8.7758,22.55
,452,-0.0141295,8.7507,22.6
,453,-0.0144486,8.7258,22.65
,454,-0.0135231,8.7007,22.7
,455,-0.0136911,8.6758,22.75
,456,-0.014336,8.6504,22.8
,457,-0.0160249,8.6258,22.85
,458,-0.014214,8.6007,22.9
,459,-0.0137959,8.5756,22.95
,460,-0.0149844,8.5504,23
,461,-0.0136237,8.5258,23.05
,462,-0.0123459,8.5007,23.1
,463,-0.0144919,8.4758,23.15
,464,-0.0132811,8.4508,23.2
,465,-0.0146848,8.426,23.25
,466,-0.0122617,8.4009,23.3
,467,-0.0114831,8.3758,23.35
,468,-0.0123576,8.351,23.4
,469,-0.01257,8.326,23.45
,470,-0.0125201,8.301,23.5
,471,-0.0139553,8.276,23.55
,472,-0.0115393,8.251,23.6
,473,-0.013114,8.226,23.65
,474,-0.0118105,8.201,23.7
,475,-0.0124004,8.1762,23.75
,476,-0.0129176,8.151,23.8
,477,-0.0116223,8.1262,23.85
,478,-0.0110615,8.1013,23.9
,479,-0.0108429,8.0762,23.95
,480,-0.0121129,8.051,24
,481,-0.0114473,8.0262,24.05
,482,-0.00898294,8.0013,24.1
,483,-0.00989129,7.9762,24.15
,484,-0.0110284,7.951,24.2
,485,-0.00978724,7.9262,24.25
,486,-0.0098457,7.9019,24.3
,487,-0.00862171,7.8762,24.35
,488,-0.00937537,7.851,24.4
,489,-0.00833373,7.826,24.45
,490,-0.00839959,7.801,24.5
,491,-0.00859716,7.776,24.55
,492,-0.00961384,7.7519,24.6
,493,-0.00945524,7.7269,24.65
,494,-0.00734317,7.7019,24.7
,495,-0.00923546,7.6769,24.75
,496,-0.00911894,7.6519,24.8
,497,-0.00811746,7.6269,24.85
,498,-0.00772116,7.6019,24.9
,499,-0.00745773,7.5769,24.95
,500,-0.00933172,7.5519,25
,501,-0.00643676,7.5269,25.05
,502,-0.0059524,7.5019,25.1
,503,-0.00490376,7.4771,25.15
,504,-0.00859521,7.4519,25.2
,505,-0.00837971,7.427,25.25
,506,-0.0064017,7.4021,25.3
,507,-0.00837894,7.3771,25.35
,508,-0.00638455,7.3519,25.4
,509,-0.00654587,7.327,25.45
,510,-0.00610475,7.3022,25.5
,511,-0.00686542,7.2774,25.55
,512,-0.00729991,7.2525,25.6
,513,-0.0087885,7.2275,25.65
,514,-0.00759177,7.2025,25.7
,515,-0.00680034,7.1775,25.75
,516,-0.00773948,7.1525,25.8
,517,-0.00705636,7.1275,25.85
,518,-0.00859989,7.1025,25.9
,519,-0.00539905,7.0775,25.95
,520,-0.00651236,7.0525,26
,521,-0.00751268,7.0275,26.05
,522,-0.00411076,7.0025,26.1
,523,-0.00623257,6.9775,26.15
,524,-0.00710468,6.9525,26.2
,525,-0.00596331,6.9275,26.25
,526,-0.00563363,6.9025,26.3
,527,-0.00804966,6.8775,26.35
,528,-0.00615113,6.8533,26.4
,529,-0.00733732,6.8275,26.45
,530,-0.00678398,6.8025,26.5
,531,-0.00772973,6.7775,26.55
,532,-0.00709221,6.7525,26.6
,533,-0.00828775,6.7275,26.65
,534,-0.00604864,6.7033,26.7
,535,-0.00841479,6.6783,26.75
,536,-0.00729328,6.6537,26.8
,537,-0.00882512,6.6287,26.85
,538,-0.00772194,6.6037,26.9
,539,-0.0094981,6.5787,26.95
,540,-0.00724652,6.5537,27
,541,-0.00951681,6.5287,27.05
,542,-0.00789417,6.5037,27.1
,543,-0.0109863,6.4793,27.15
,544,-0.0108612,6.4541,27.2
,545,-0.0113834,6.4291,27.25
,546,-0.0084787,6.4044,27.3
,547,-0.0105366,6.3794,27.35
,548,-0.0104692,6.3544,27.4
,549,-0.0118066,6.3294,27.45
,550,-0.00830372,6.3044,27.5
,551,-0.0106254,6.2794,27.55
,552,-0.0110151,6.2544,27.6
,553,-0.0130493,6.2294,27.65
,554,-0.00877252,6.2044,27.7
,555,-0.0114781,6.1794,27.75
,556,-0.0125883,6.1547,27.8
,557,-0.0143559,6.1295,27.85
,558,-0.0111671,6.1049,27.9
,559,-0.014802,6.0799,27.95
,560,-0.0124157,6.0547,28
,561,-0.0130399,6.0297,28.05
,562,-0.0121335,6.0049,28.1
,563,-0.0123985,5.98,28.15
,564,-0.0117146,5.955,28.2
,565,-0.0146287,5.93,28.25
,566,-0.0129858,5.905,28.3
,567,-0.0133072,5.88,28.35
,568,-0.01109,5.855,28.4
,569,-0.0127184,5.83,28.45
,570,-0.0106387,5.8058,28.5
,571,-0.0125906,5.78,28.55
,572,-0.0100628,5.755,28.6
,573,-0.00983401,5.73,28.65
,574,-0.00770791,5.705,28.7
,575,-0.0069414,5.68,28.75
,576,-0.0017033,5.6562,28.8
,577,0.00124346,5.6313,28.85
,578,0.00644182,5.6063,28.9
,579,0.0160424,5.5813,28.95
,580,0.0269507,5.5563,29
,581,0.0411788,5.5313,29.05
,582,0.064032,5.5063,29.1
,583,0.0949591,5.4816,29.15
,584,0.137815,5.4566,29.2
,585,0.191465,5.4315,29.25
,586,0.258571,5.4069,29.3
,587,0.347362,5.3821,29.35
,588,0.458169,5.3571,29.4
,589,0.600195,5.3322,29.45
,590,0.774928,5.3073,29.5
,591,1.03111,5.2825,29.55
,592,1.32128,5.2577,29.6
,593,1.66713,5.2329,29.65
,594,2.07095,5.2081,29.7
,595,2.51579,5.1834,29.75
,596,3.00788,5.1589,29.8
,597,3.57132,5.1341,29.85
,598,4.16886,5.1093,29.9
,599,4.79104,5.0852,29.95
,600,5.45086,5.0605,30
,601,6.07831,5.0358,30.05
,602,6.6066,5.0114,30.1
,603,6.95517,4.9866,30.15
,604,7.29201,4.9618,30.2
,605,7.77203,4.9371,30.25
,606,8.384,4.9124,30.3
,607,9.15549,4.8879,30.35
,608,10.0838,4.8634,30.4
,609,11.1709,4.8391,30.45
,610,12.3751,4.8148,30.5
,611,13.7374,4.7906,30.55
,,,,
Interval and data points:,2,100,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1,15.4636,4.7563,30.7
,2,15.0862,4.757,30.8
,3,14.9093,4.7569,30.9
,4,14.7725,4.7568,31
,5,14.6786,4.7568,31.1
,6,14.5996,4.7567,31.2
,7,14.526,4.7567,31.3
,8,14.4683,4.7567,31.4
,9,14.412,4.7566,31.5
,10,14.3649,4.7566,31.6
,11,14.3195,4.7566,31.7
,12,14.2839,4.7566,31.8
,13,14.2463,4.7565,31.9
,14,14.216,4.7565,32
,15,14.1844,4.7565,32.1
,16,14.1546,4.7565,32.2
,17,14.1268,4.7565,32.3
,18,14.0958,4.7564,32.4
,19,14.0735,4.7564,32.5
,20,14.0521,4.7564,32.6
,21,14.0294,4.7564,32.7
,22,14.0103,4.7564,32.8
,23,13.9876,4.7564,32.9
,24,13.9695,4.7564,33
,25,13.9543,4.7564,33.1
,26,13.9334,4.7563,33.2
,27,13.9167,4.7563,33.3
,28,13.8995,4.7563,33.4
,29,13.8782,4.7563,33.5
,30,13.8661,4.7563,33.6
,31,13.8561,4.7563,33.7
,32,13.8439,4.7563,33.8
,33,13.8298,4.7563,33.9
,34,13.815,4.7563,34
,35,13.8054,4.7563,34.1
,36,13.7948,4.7563,34.2
,37,13.7799,4.7563,34.3
,38,13.7658,4.7562,34.4
,39,13.7549,4.7562,34.5
,40,13.7476,4.7562,34.6
,41,13.737,4.7562,34.7
,42,13.7272,4.7562,34.8
,43,13.7143,4.7562,34.9
,44,13.7054,4.7562,35
,45,13.6981,4.7562,35.1
,46,13.6903,4.7562,35.2
,47,13.6792,4.7562,35.3
,48,13.6671,4.7562,35.4
,49,13.659,4.7562,35.5
,50,13.6497,4.7562,35.6
,51,13.6439,4.7562,35.7
,52,13.6373,4.7562,35.8
,53,13.6301,4.7562,35.9
,54,13.6221,4.7562,36
,55,13.6137,4.7562,36.1
,56,13.6057,4.7562,36.2
,57,13.5984,4.7561,36.3
,58,13.594,4.7561,36.4
,59,13.5863,4.7561,36.5
,60,13.5811,4.7561,36.6
,61,13.5736,4.7561,36.7
,62,13.5673,4.7561,36.8
,63,13.5572,4.7561,36.9
,64,13.5507,4.7561,37
,65,13.5421,4.7561,37.1
,66,13.538,4.7561,37.2
,67,13.5333,4.7561,37.3
,68,13.5286,4.7561,37.4
,69,13.5212,4.7561,37.5
,70,13.5135,4.7561,37.6
,71,13.5068,4.7561,37.7
,72,13.501,4.7561,37.8
,73,13.4951,4.7561,37.9
,74,13.4884,4.7561,38
,75,13.4852,4.7561,38.1
,76,13.4801,4.7561,38.2
,77,13.4747,4.7561,38.3
,78,13.4691,4.7561,38.4
,79,13.4605,4.7561,38.5
,80,13.4557,4.7561,38.6
,81,13.4487,4.7561,38.7
,82,13.4417,4.7561,38.8
,83,13.4373,4.7561,38.9
,84,13.4339,4.7561,39
,85,13.4313,4.756,39.1
,86,13.4284,4.756,39.2
,87,13.4241,4.756,39.3
,88,13.4205,4.756,39.4
,89,13.4169,4.756,39.5
,90,13.4127,4.756,39.6
,91,13.4076,4.756,39.7
,92,13.4032,4.756,39.8
,93,13.3983,4.756,39.9
,94,13.394,4.756,40
,95,13.3893,4.756,40.1
,96,13.386,4.756,40.2
,97,13.3811,4.756,40.3
,98,13.3781,4.756,40.4
,99,13.3747,4.756,40.5
,100,13.3721,4.756,40.6
,,,,
Interval and data points:,3,100,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1  (invalid),,,
,2  (invalid),,,
,3  (invalid),,,
,4,14.9437,4.7569,40.8
,5,13.629,4.7562,40.85
,6,11.3828,4.7548,40.9
,7,12.3761,4.7554,40.95
,8,14.9011,4.7569,41
,9,13.4768,4.7561,41.05
,10,11.1251,4.7547,41.1
,11,12.1122,4.7553,41.15
,12,14.5787,4.7567,41.2
,13,13.4328,4.756,41.25
,14,10.9169,4.7546,41.3
,15,11.9107,4.7552,41.35
,16,14.3602,4.7566,41.4
,17,13.2648,4.756,41.45
,18,10.8029,4.7545,41.5
,19,11.7724,4.7551,41.55
,20,14.062,4.7564,41.6
,21,13.1261,4.7559,41.65
,22,10.6708,4.7544,41.7
,23,11.4291,4.7549,41.75
,24,13.9522,4.7564,41.8
,25,13.068,4.7558,41.85
,26,10.547,4.7543,41.9
,27,11.466,4.7549,41.95
,28,13.7596,4.7562,42
,29,12.7817,4.7557,42.05
,30,10.4638,4.7543,42.1
,31,11.6242,4.755,42.15
,32,13.6192,4.7562,42.2
,33,12.7631,4.7557,42.25
,34,10.3809,4.7542,42.3
,35,11.4972,4.7549,42.35
,36,13.5588,4.7561,42.4
,37,12.765,4.7557,42.45
,38,10.2843,4.7542,42.5
,39,11.4102,4.7549,42.55
,40,13.4412,4.7561,42.6
,41,12.7105,4.7556,42.65
,42,10.1915,4.7541,42.7
