Project:,Preeti_MushroomAdhesion,,,
,89,-0.00373978,22.8116,4.45
,90,-0.00335711,22.7866,4.5
,91,-0.00108099,22.7615,4.55
,92,-0.00261867,22.7366,4.6
,93,-0.00251696,22.7115,4.65
,94,-0.00284819,22.6866,4.7
,95,-0.0022929,22.6615,4.75
,96,-0.00118425,22.6365,4.8
,97,-0.00139234,22.6115,4.851
,98,-0.00156458,22.5864,4.901
,99,-0.00111255,22.5615,4.951
,100,0.000132864,22.5365,5.001
,101,0.00053073,22.5112,5.051
,102,-0.000270059,22.4866,5.101
,103,-0.00115269,22.4607,5.151
,104,0.00205127,22.4366,5.201
,105,-0.000123536,22.412,5.251
,106,-0.00478764,22.3858,5.301
,107,0.00228236,22.3618,5.351
,108,0.000997965,22.337,5.401
,109,0.000543599,22.3124,5.451
,110,0.00452497,22.2881,5.501
,111,0.00208205,22.2631,5.551
,112,0.00309327,22.2381,5.601
,113,0.00132257,22.2131,5.651
,114,0.0028053,22.1881,5.701
,115,0.00195931,22.1631,5.751
,116,0.00245927,22.1381,5.801
,117,0.00234236,22.1131,5.851
,118,0.00278894,22.0881,5.901
,119,0.00511027,22.0631,5.951
,120,-0.00219509,22.0369,6.001
,121,0.00307068,22.0131,6.051
,122,0.00419335,21.9881,6.101
,123,0.00452145,21.9631,6.151
,124,0.00516053,21.9379,6.201
,125,0.00432856,21.9129,6.251
,126,0.00519405,21.8881,6.301
,127,0.0058191,21.8631,6.351
,128,0.00477593,21.8379,6.401
,129,0.00422607,21.8129,6.451
,130,0.0049735,21.7878,6.501
,131,0.00858856,21.7628,6.551
,132,0.00609266,21.7378,6.601
,133,0.00242614,21.7115,6.651
,134,0.00305042,21.6866,6.701
,135,0.00351219,21.6615,6.751
,136,0.00708907,21.6378,6.801
,137,0.00539786,21.6126,6.851
,138,0.00375924,21.5876,6.901
,139,0.00584209,21.5628,6.951
,140,0.00574038,21.5378,7.001
,141,0.00530472,21.5126,7.051
,142,0.00321603,21.4878,7.101
,143,0.00619397,21.4628,7.151
,144,0.0049509,21.4378,7.201
,145,0.00370158,21.4129,7.251
,146,0.00554945,21.3881,7.301
,147,0.00474593,21.3631,7.351
,148,0.00317628,21.3385,7.401
,149,0.00461146,21.3131,7.451
,150,0.00174615,21.2881,7.501
,151,0.00611408,21.2644,7.551
,152,0.00334151,21.2394,7.601
,153,0.00400669,21.2131,7.651
,154,0.0040967,21.1881,7.701
,155,0.00567842,21.1631,7.751
,156,0.00360454,21.1396,7.801
,157,0.00329279,21.1145,7.851
,158,0.000536973,21.0894,7.901
,159,0.00393227,21.0646,7.951
,160,0.00152598,21.0396,8.001
,161,0.00207582,21.0145,8.051
,162,-0.000143419,20.9894,8.101
,163,0.00505688,20.9634,8.151
,164,0.0042253,20.9381,8.201
,165,0.00645311,20.9131,8.251
,166,0.00105797,20.8894,8.301
,167,0.00257071,20.8644,8.351
,168,0.000853385,20.8394,8.401
,169,0.00199517,20.8144,8.451
,170,5.34E-05,20.7894,8.501
,171,0.000224441,20.7644,8.551
,172,0.000478129,20.7394,8.601
,173,0.00105681,20.7144,8.651
,174,-0.000985126,20.6894,8.701
,175,0.0063518,20.6631,8.751
,176,-0.000575572,20.6394,8.801
,177,9.78E-05,20.6144,8.851
,178,-0.00256684,20.5893,8.901
,179,0.00668497,20.5631,8.951
,180,-0.000758335,20.5394,9.001
,181,0.000576705,20.5144,9.051
,182,-0.00171695,20.4894,9.101
,183,-0.0012275,20.4644,9.151
,184,-0.00425026,20.4394,9.201
,185,-0.000142634,20.4145,9.251
,186,-0.00404101,20.3894,9.301
,187,-0.00384578,20.3646,9.351
,188,-0.00317124,20.34,9.401
,189,0.00198464,20.3134,9.451
,190,-0.00344752,20.2897,9.501
,191,-0.00289963,20.265,9.551
,192,-0.0029347,20.2399,9.601
,193,-0.00467502,20.2158,9.651
,194,-0.00361937,20.1908,9.701
,195,-0.00361197,20.1658,9.751
,196,-0.00191451,20.1408,9.801
,197,-0.00310343,20.1158,9.851
,198,-0.00459125,20.0908,9.901
,199,-0.00503937,20.0658,9.951
,200,-0.00392995,20.0408,10
,201,-0.00378147,20.0158,10.05
,202,-0.00585108,19.9908,10.1
,203,-0.00150145,19.965,10.15
,204,-0.00266309,19.9408,10.2
,205,0.000513588,19.915,10.25
,206,-0.00376863,19.8908,10.3
,207,-0.00246085,19.865,10.35
,208,-0.00219977,19.8408,10.4
,209,-0.00228041,19.8158,10.45
,210,-0.00312875,19.7908,10.5
,211,-0.00471008,19.7658,10.55
,212,-0.00105565,19.7408,10.6
,213,-0.00275233,19.715,10.65
,214,-0.00310187,19.6908,10.7
,215,-0.00314241,19.6658,10.75
,216,-0.00140754,19.6408,10.8
,217,-0.000959024,19.6158,10.85
,218,-0.000483607,19.5908,10.9
,219,-0.0018888,19.5658,10.95
,220,-0.000352283,19.5408,11
,221,0.000317971,19.516,11.05
,222,-0.00244019,19.4901,11.1
,223,-0.000938753,19.466,11.15
,224,-0.00433015,19.4406,11.2
,225,0.000152345,19.4165,11.25
,226,-0.000216295,19.3915,11.3
,227,-0.000324612,19.3665,11.35
,228,0.00180538,19.3415,11.4
,229,0.000505025,19.3165,11.45
,230,0.000600095,19.2915,11.5
,231,-0.00421754,19.2656,11.55
,232,0.00195151,19.2415,11.6
,233,0.00167445,19.2169,11.65
,234,-0.000500748,19.1916,11.7
,235,0.000947694,19.1674,11.75
,236,-0.00167797,19.1421,11.8
,237,0.00278777,19.1178,11.85
,238,0.00229327,19.0927,11.9
,239,0.00105641,19.0679,11.95
,240,0.0042144,19.0428,12
,241,0.00321291,19.0179,12.05
,242,-0.00131051,18.9921,12.1
,243,0.00478956,18.9674,12.15
,244,0.00475098,18.9429,12.2
,245,0.00438936,18.9179,12.25
,246,0.00370937,18.8929,12.3
,247,-0.00213546,18.8671,12.35
,248,0.00434726,18.8428,12.4
,249,0.00646285,18.8179,12.45
,250,0.00444197,18.7929,12.5
,251,0.00452263,18.7679,12.55
,252,0.00596094,18.7429,12.6
,253,0.00697256,18.7179,12.65
,254,0.00562892,18.6929,12.7
,255,0.00547073,18.6679,12.75
,256,0.00665613,18.6429,12.8
,257,0.00637011,18.6179,12.85
,258,0.00249512,18.5921,12.9
,259,0.00537486,18.5679,12.95
,260,0.00689618,18.5429,13
,261,0.0040819,18.5178,13.05
,262,0.00454484,18.4929,13.1
,263,0.0020462,18.4671,13.15
,264,0.00739536,18.4433,13.2
,265,0.00511845,18.4184,13.25
,266,0.00409398,18.3935,13.3
,267,0.00316342,18.3677,13.35
,268,0.00549293,18.3435,13.4
,269,0.00399813,18.3177,13.45
,270,0.00528991,18.2935,13.5
,271,0.00425492,18.2685,13.55
,272,0.0064839,18.2435,13.6
,273,0.00586001,18.219,13.65
,274,0.0060381,18.1938,13.7
,275,0.00443729,18.1685,13.75
,276,0.00652638,18.1442,13.8
,277,0.0034097,18.1195,13.85
,278,0.00460096,18.095,13.9
,279,0.00279088,18.07,13.95
,280,0.00645817,18.045,14
,281,0.00512117,18.02,14.05
,282,0.00466643,17.995,14.1
,283,0.00584677,17.9687,14.15
,284,0.00551826,17.945,14.2
,285,0.00223442,17.9197,14.25
,286,0.00348062,17.895,14.3
,287,0.00309522,17.87,14.35
,288,0.00291013,17.845,14.4
,289,0.0062758,17.8192,14.45
,290,0.00455342,17.795,14.5
,291,0.000561128,17.77,14.55
,292,0.00594223,17.7442,14.6
,293,0.00230846,17.72,14.65
,294,0.00266112,17.695,14.7
,295,-0.000361646,17.6697,14.75
,296,0.00248187,17.645,14.8
,297,-0.000825355,17.6197,14.85
,298,8.46E-05,17.595,14.9
,299,-0.00152717,17.57,14.95
,300,0.000264967,17.545,15
,301,-0.000961363,17.52,15.05
,302,-0.000642588,17.495,15.1
,303,-0.00164485,17.47,15.15
,304,0.000433693,17.4451,15.2
,305,-0.00240317,17.4203,15.25
,306,-0.00216197,17.3954,15.3
,307,-0.00322345,17.3706,15.35
,308,-0.00068897,17.3456,15.4
,309,0.00443145,17.3198,15.45
,310,-0.00275662,17.2956,15.5
,311,-0.00348726,17.2706,15.55
,312,-0.00212884,17.2456,15.6
,313,-0.00156965,17.221,15.65
,314,-0.00333257,17.1956,15.7
,315,-0.00426156,17.1706,15.75
,316,0.0034284,17.145,15.8
,317,-0.00448407,17.1209,15.85
,318,-0.00119204,17.0959,15.9
,319,-0.00544737,17.0719,15.95
,320,-0.00345299,17.0465,16
,321,-0.00152484,17.0221,16.05
,322,-0.00414116,16.9969,16.1
,323,-0.00291248,16.9719,16.15
,324,-0.00448991,16.9469,16.2
,325,-0.00375225,16.9219,16.25
,326,0.000702585,16.8959,16.3
,327,-0.00575951,16.8719,16.35
,328,-0.00520069,16.8469,16.4
,329,-0.00181359,16.8221,16.45
,330,-0.0027761,16.7971,16.5
,331,-0.00424325,16.7719,16.55
,332,-0.00336764,16.7469,16.6
,333,-0.00298419,16.7221,16.65
,334,-0.00265569,16.6971,16.7
,335,-0.00424481,16.6719,16.75
,336,-0.00443654,16.6469,16.8
,337,-0.00199284,16.6221,16.85
,338,-0.00321099,16.5969,16.9
,339,-0.0025758,16.5722,16.95
,340,-0.00379161,16.5472,17
,341,-0.00157783,16.5224,17.05
,342,-0.00211832,16.4972,17.1
,343,-0.0023759,16.4722,17.15
,344,-0.00166746,16.4474,17.2
,345,-0.00096408,16.4225,17.25
,346,-0.00516289,16.3962,17.3
,347,-0.00542359,16.3712,17.35
,348,-0.00218027,16.3475,17.4
,349,-0.00109736,16.3225,17.45
,350,-0.00349974,16.2962,17.5
,351,-0.00216547,16.2725,17.55
,352,-0.00111529,16.2476,17.6
,353,0.00180694,16.2229,17.65
,354,-0.000783265,16.1978,17.7
,355,-0.000939935,16.1726,17.75
,356,-0.00464579,16.1466,17.8
,357,-0.000741179,16.1228,17.85
,358,0.000481238,16.0978,17.9
,359,-0.00320085,16.0715,17.95
,360,0.000467603,16.0478,18
,361,0.00199359,16.0241,18.05
,362,0.00159925,15.999,18.1
,363,0.00152794,15.9741,18.15
,364,0.00315173,15.949,18.2
,365,0.00301455,15.9241,18.25
,366,0.0037912,15.8988,18.3
,367,0.00211128,15.8739,18.35
,368,0.00179058,15.8488,18.4
,369,0.00327253,15.824,18.45
,370,0.0046146,15.799,18.5
,371,0.00203452,15.7738,18.55
,372,-0.00245773,15.7476,18.6
,373,0.00510286,15.724,18.65
,374,0.0040406,15.699,18.7
,375,0.00272425,15.6739,18.75
,376,0.00345958,15.6488,18.8
,377,0.00569128,15.624,18.85
,378,0.00500467,15.5988,18.9
,379,0.00584755,15.5739,18.95
,380,0.00329435,15.5488,19
,381,0.00523068,15.524,19.05
,382,0.00286688,15.499,19.1
,383,0.004131,15.4739,19.15
,384,0.00520963,15.4488,19.2
,385,0.00618619,15.424,19.25
,386,0.00438,15.399,19.3
,387,0.00410137,15.3741,19.35
,388,0.00689033,15.349,19.4
,389,0.00682329,15.3244,19.45
,390,0.00496063,15.2991,19.5
,391,0.00666705,15.2741,19.55
,392,0.00410372,15.2493,19.6
,393,0.00491075,15.2244,19.65
,394,0.00394941,15.1991,19.7
,395,0.00419101,15.1741,19.75
,396,0.00344438,15.1494,19.8
,397,0.00506312,15.1244,19.85
,398,0.00424829,15.0994,19.9
,399,0.00375222,15.0744,19.95
,400,0.00363103,15.0494,20
,401,0.0057626,15.0244,20.05
,402,0.00495752,14.9991,20.1
,403,0.00409865,14.9749,20.15
,404,0.00240901,14.9501,20.2
,405,0.00355935,14.9252,20.25
,406,0.00222934,14.9,20.3
,407,0.00346893,14.8749,20.35
,408,0.00328033,14.8501,20.4
,409,0.00505727,14.8252,20.45
,410,0.00222312,14.8,20.5
,411,0.00357687,14.7749,20.55
,412,0.00136505,14.7498,20.6
,413,0.00420893,14.725,20.65
,414,0.000272383,14.6998,20.7
,415,0.00163939,14.6749,20.75
,416,0.00187902,14.6498,20.8
,417,0.00192931,14.6248,20.85
,418,0.00141532,14.5998,20.9
,419,0.00133659,14.5747,20.95
,420,-0.000374893,14.5496,21
,421,0.00258941,14.5249,21.05
,422,0.00167795,14.4998,21.1
,423,0.00278036,14.475,21.15
,424,5.85E-05,14.4498,21.2
,425,0.000349924,14.4249,21.25
,426,0.000913401,14.3998,21.3
,427,0.00220987,14.3749,21.35
,428,-0.00226134,14.3501,21.4
,429,0.000706479,14.3252,21.45
,430,-0.000604019,14.3,21.5
,431,-0.000201871,14.2749,21.55
,432,-0.00155795,14.2501,21.6
,433,-0.000560765,14.2252,21.65
,434,-0.00379355,14.2002,21.7
,435,-0.00212728,14.1752,21.75
,436,-0.00240239,14.1502,21.8
,437,-0.00134441,14.1252,21.85
,438,-0.00293431,14.1002,21.9
,439,-0.00174345,14.0752,21.95
,440,-0.00307304,14.0502,22
,441,-0.00353091,14.0252,22.05
,442,-0.0030707,14.0002,22.1
,443,-0.00281429,13.9758,22.15
,444,-0.00519524,13.9502,22.2
,445,-0.00276753,13.926,22.25
,446,-0.0035387,13.9009,22.3
,447,-0.00234122,13.8758,22.35
,448,-0.00395255,13.8508,22.4
,449,-0.0042187,13.826,22.45
,450,-0.00414778,13.8009,22.5
,451,-0.00411466,13.7758,22.55
,452,-0.00448836,13.7507,22.6
,453,-0.00343621,13.7258,22.65
,454,-0.0031268,13.7007,22.7
,455,-0.00351961,13.6758,22.75
,456,-0.00459903,13.6507,22.8
,457,-0.00223523,13.6258,22.85
,458,-0.0021187,13.6007,22.9
,459,-0.00337776,13.5758,22.95
,460,-0.00302901,13.5507,23
,461,-0.00273012,13.526,23.05
,462,-0.000445023,13.5009,23.1
,463,-0.00372303,13.4758,23.15
,464,-0.00457721,13.4508,23.2
,465,-0.00331464,13.426,23.25
,466,0.000185475,13.401,23.3
,467,-0.00211092,13.376,23.35
,468,-0.00173722,13.351,23.4
,469,-0.00238331,13.326,23.45
,470,-0.00106189,13.301,23.5
,471,-0.00287196,13.276,23.55
,472,-0.00172591,13.251,23.6
,473,-0.00126881,13.226,23.65
,474,-0.00179839,13.2013,23.7
,475,-0.000370994,13.1762,23.75
,476,-0.00124816,13.151,23.8
,477,-0.00157588,13.1262,23.85
,478,-0.000478933,13.1013,23.9
,479,1.60E-05,13.0763,23.95
,480,-0.00218262,13.051,24
,481,-0.00019602,13.0262,24.05
,482,0.00246941,13.0013,24.1
,483,0.000353823,12.9763,24.15
,484,-0.000317986,12.951,24.2
,485,0.00074934,12.9262,24.25
,486,0.00123372,12.9013,24.3
,487,0.00114643,12.8763,24.35
,488,8.26E-05,12.8519,24.4
,489,0.00131205,12.8269,24.45
,490,0.00138686,12.8019,24.5
,491,0.00215961,12.7769,24.55
,492,0.00203451,12.7519,24.6
,493,0.000350321,12.7269,24.65
,494,0.00246862,12.7019,24.7
,495,0.0027827,12.6769,24.75
,496,0.00154156,12.6519,24.8
,497,0.00283764,12.6269,24.85
,498,0.00298572,12.6019,24.9
,499,0.00401838,12.5769,24.95
,500,0.00319186,12.5519,25
,501,0.00333098,12.5269,25.05
,502,0.00540838,12.5019,25.1
,503,0.00391278,12.4769,25.15
,504,0.00500506,12.4519,25.2
,505,0.00418205,12.427,25.25
,506,0.00461498,12.4021,25.3
,507,0.00412165,12.3771,25.35
,508,0.00447159,12.3519,25.4
,509,0.00555256,12.327,25.45
,510,0.00511806,12.3025,25.5
,511,0.0047919,12.2775,25.55
,512,0.00443767,12.2525,25.6
,513,0.00552177,12.2275,25.65
,514,0.00673406,12.2025,25.7
,515,0.00587676,12.1775,25.75
,516,0.00372262,12.1525,25.8
,517,0.00420971,12.1275,25.85
,518,0.00607434,12.1025,25.9
,519,0.0048975,12.0775,25.95
,520,0.00640908,12.0525,26
,521,0.00429661,12.0275,26.05
,522,0.00619826,12.0025,26.1
,523,0.0041427,11.9775,26.15
,524,0.00421751,11.9525,26.2
,525,0.00423232,11.9275,26.25
,526,0.00496103,11.9025,26.3
,527,0.00539084,11.8775,26.35
,528,0.00475838,11.8525,26.4
,529,0.00451484,11.8279,26.45
,530,0.00621072,11.8033,26.5
,531,0.0023977,11.7788,26.55
,532,0.00395759,11.7538,26.6
,533,0.00300248,11.7288,26.65
,534,0.00460251,11.7038,26.7
,535,0.00200178,11.6787,26.75
,536,0.00371366,11.6538,26.8
,537,0.00268372,11.6288,26.85
,538,0.00455263,11.6038,26.9
,539,0.00127503,11.5788,26.95
,540,0.00323123,11.5538,27
,541,0.000362784,11.5289,27.05
,542,0.00351257,11.5043,27.1
,543,0.000513588,11.4794,27.15
,544,0.00152754,11.4544,27.2
,545,0.000486702,11.4294,27.25
,546,0.0025259,11.4044,27.3
,547,0.000344088,11.3794,27.35
,548,0.000815208,11.3544,27.4
,549,-0.000657017,11.3294,27.45
,550,0.000526448,11.3044,27.5
,551,-0.000874847,11.2796,27.55
,552,0.000588407,11.2546,27.6
,553,-0.000728716,11.2295,27.65
,554,-0.000709623,11.2049,27.7
,555,-0.000141084,11.1797,27.75
,556,2.10E-05,11.155,27.8
,557,-0.00224691,11.13,27.85
,558,-0.000409573,11.105,27.9
,559,-0.00131051,11.08,27.95
,560,5.26E-05,11.055,28
,561,-0.00263582,11.03,28.05
,562,0.00102836,11.005,28.1
,563,-0.00217209,10.9804,28.15
,564,-0.000287602,10.955,28.2
,565,-0.0029386,10.93,28.25
,566,-0.000499576,10.905,28.3
,567,-0.00150653,10.88,28.35
,568,-0.00244994,10.855,28.4
,569,-0.00375693,10.83,28.45
,570,-0.00374524,10.8049,28.5
,571,-0.0026853,10.7804,28.55
,572,-0.00244643,10.7561,28.6
,573,-0.00324722,10.7312,28.65
,574,-0.00302394,10.7061,28.7
,575,-0.00387929,10.6812,28.75
,576,-0.00284235,10.656,28.8
,577,-0.00385318,10.6312,28.85
,578,-0.00338908,10.6062,28.9
,579,-0.00137363,10.5813,28.95
,580,-0.00304303,10.5562,29
,581,-0.00682684,10.5312,29.05
,582,-0.00416492,10.5062,29.1
,583,-0.00218652,10.4815,29.15
,584,-0.00335828,10.4566,29.2
,585,-0.00658601,10.4319,29.25
,586,-0.00238564,10.4069,29.3
,587,-0.00220561,10.3819,29.35
,588,-0.00338984,10.3569,29.4
,589,-0.00238213,10.3319,29.45
,590,-0.00348922,10.3069,29.5
,591,-0.00138299,10.2819,29.55
,592,-0.00260036,10.2569,29.6
,593,-0.00354455,10.232,29.65
,594,-0.00231472,10.2069,29.7
,595,-0.0027722,10.1824,29.75
,596,-0.00434417,10.1575,29.8
,597,-0.00398451,10.1322,29.85
,598,-0.0030103,10.1075,29.9
,599,0.000234966,10.0825,29.95
,600,-0.00142663,10.0574,30
,601,-0.00393423,10.0324,30.05
,602,-0.00293626,10.0074,30.1
,603,0.000661671,9.9824,30.15
,604,-0.00092122,9.9574,30.2
,605,-0.000698715,9.9325,30.25
,606,-0.00141456,9.9075,30.3
,607,0.000860418,9.8825,30.35
,608,0.000208085,9.8575,30.4
,609,0.00024198,9.8325,30.45
,610,0.00285051,9.8075,30.5
,611,0.00344867,9.7825,30.55
,612,0.000387336,9.7575,30.6
,613,0.00135882,9.7325,30.65
,614,0.00166783,9.7083,30.7
,615,0.00367039,9.6833,30.75
,616,0.00330721,9.6583,30.8
,617,0.00148389,9.6333,30.85
,618,-9.70E-05,9.6083,30.9
,619,0.00200764,9.5833,30.95
,620,0.00179837,9.5583,31
,621,0.00221026,9.5333,31.05
,622,0.0040967,9.5083,31.1
,623,0.00397512,9.4835,31.15
,624,0.00370391,9.4586,31.2
,625,0.00268684,9.4337,31.25
,626,0.00531213,9.409,31.3
,627,0.00489205,9.384,31.35
,628,0.00425648,9.359,31.4
,629,0.00386173,9.3338,31.45
,630,0.00517301,9.3088,31.5
,631,0.00586508,9.2838,31.55
,632,0.00471864,9.259,31.6
,633,0.00452419,9.234,31.65
,634,0.0057018,9.209,31.7
,635,0.0046446,9.184,31.75
,636,0.00325773,9.159,31.8
,637,0.00369651,9.134,31.85
,638,0.00311548,9.109,31.9
,639,0.0046672,9.0842,31.95
,640,0.00474163,9.059,32
,641,0.00522639,9.0341,32.05
,642,0.00423622,9.009,32.1
,643,0.00676213,8.9842,32.15
,644,0.00446145,8.9592,32.2
,645,0.00462783,8.9341,32.25
,646,0.00178551,8.909,32.3
,647,0.00451523,8.8843,32.35
,648,0.00378496,8.8592,32.4
,649,0.00404643,8.8343,32.45
,650,0.00315485,8.809,32.5
,651,0.00458031,8.7842,32.55
,652,0.00411034,8.7592,32.6
,653,0.00356051,8.7341,32.65
,654,0.00440184,8.709,32.7
,655,0.0053203,8.6842,32.75
,656,0.00253798,8.6598,32.8
,657,0.00409866,8.635,32.85
,658,0.00360143,8.6101,32.9
,659,0.00525796,8.5852,32.95
,660,0.00446262,8.5603,33
,661,0.00174577,8.5352,33.05
,662,0.0016725,8.5102,33.1
,663,0.00527667,8.4854,33.15
,664,0.000507355,8.4604,33.2
,665,0.00227806,8.4354,33.25
,666,-0.000351508,8.4104,33.3
,667,0.00182331,8.3854,33.35
,668,0.000663231,8.3604,33.4
,669,0.00105603,8.3354,33.45
,670,0.000337457,8.3104,33.5
,671,0.00205516,8.2854,33.55
,672,0.00116981,8.2607,33.6
,673,0.00174693,8.2356,33.65
,674,-0.000650004,8.2104,33.7
,675,0.00235133,8.1856,33.75
,676,8.88E-05,8.1607,33.8
,677,0.000926654,8.1358,33.85
,678,0.000321478,8.1107,33.9
,679,9.00E-05,8.0858,33.95
,680,-0.000986298,8.0607,34
,681,-0.00118192,8.0356,34.05
,682,-0.00243553,8.0107,34.1
,683,-0.000304356,7.9858,34.15
,684,-0.00251034,7.9607,34.2
,685,0.000552947,7.9358,34.25
,686,-0.00340037,7.9107,34.3
,687,-0.00172046,7.8858,34.35
,688,-0.00193906,7.8607,34.4
,689,-0.00127466,7.8356,34.45
,690,-0.00198972,7.8104,34.5
,691,-0.00242032,7.7856,34.55
,692,-0.00260387,7.7607,34.6
,693,-0.00171421,7.7356,34.65
,694,-0.00608956,7.7104,34.7
,695,-0.0027574,7.6856,34.75
,696,-0.00354651,7.6607,34.8
,697,-0.00211326,7.6356,34.85
,698,-0.00412868,7.6112,34.9
,699,-0.00317124,7.5864,34.95
,700,-0.00271064,7.5615,35
,701,-0.00326164,7.5365,35.05
,702,-0.00307187,7.5112,35.1
,703,-0.00413609,7.4864,35.15
,704,-0.0030177,7.4615,35.2
,705,-0.00299393,7.4366,35.25
,706,-0.00525915,7.4115,35.3
,707,-0.00427755,7.3866,35.35
,708,-0.00200842,7.3615,35.4
,709,-0.0039506,7.3366,35.45
,710,-0.00435003,7.3116,35.5
,711,-0.00382395,7.2869,35.55
,712,-0.00262801,7.2618,35.6
,713,-0.00381382,7.2366,35.65
,714,-0.00565352,7.2116,35.7
,715,-0.00361898,7.1869,35.75
,716,-0.00347168,7.1618,35.8
,717,-0.00305161,7.1369,35.85
,718,-0.00455967,7.1119,35.9
,719,-0.00446225,7.0869,35.95
,720,-0.00194842,7.0619,36
,721,-0.00360456,7.0366,36.05
,722,-0.00453824,7.0116,36.1
,723,-0.00313033,6.9869,36.15
,724,-0.00197375,6.9618,36.2
,725,-0.00379823,6.9366,36.25
,726,-0.00228628,6.9116,36.3
,727,-0.00233966,6.8869,36.35
,728,3.23E-05,6.8618,36.4
,729,-0.00108761,6.8366,36.45
,730,-0.00268687,6.8115,36.5
,731,-0.000936806,6.7866,36.55
,732,2.38E-05,6.7615,36.6
,733,0.00057672,6.7366,36.65
,734,-0.000478928,6.7115,36.7
,735,-0.000506992,6.6866,36.75
,736,0.00172395,6.6615,36.8
,737,0.00114136,6.6365,36.85
,738,0.00073415,6.6115,36.9
,739,0.000618026,6.5866,36.95
,740,0.00138219,6.5623,37
,741,0.00205906,6.5378,37.05
,742,-0.000236943,6.5128,37.1
,743,0.00157859,6.4878,37.15
,744,0.00332046,6.4628,37.2
,745,0.00215921,6.4378,37.25
,746,0.00414309,6.4128,37.3
,747,0.00204971,6.3881,37.35
,748,0.00264086,6.3631,37.4
,749,0.00284467,6.3379,37.45
,750,0.00340932,6.3129,37.5
,751,0.0021787,6.2881,37.55
,752,0.00188643,6.2631,37.6
,753,0.0024277,6.2381,37.65
,754,0.00371326,6.2131,37.7
,755,0.00272114,6.1881,37.75
,756,0.00512547,6.1631,37.8
,757,0.00303639,6.1381,37.85
,758,0.00313965,6.1132,37.9
