Project:,Preeti_MushroomAdhesion,,,
,55,-0.00481258,18.6604,2.75
,56,-0.00239307,18.6354,2.8
,57,-0.00538074,18.6104,2.85
,58,-0.00408349,18.5854,2.9
,59,-0.00485545,18.5604,2.95
,60,-0.00367628,18.5356,3
,61,-0.00561298,18.5104,3.05
,62,-0.00466022,18.4856,3.1
,63,-0.00566092,18.4607,3.15
,64,-0.00508731,18.4356,3.2
,65,-0.00648782,18.4104,3.25
,66,-0.0039771,18.3858,3.3
,67,-0.00562079,18.3607,3.35
,68,-0.00540061,18.3358,3.4
,69,-0.00639586,18.3112,3.45
,70,-0.00601631,18.2865,3.5
,71,-0.00584251,18.2618,3.55
,72,-0.00648353,18.2366,3.6
,73,-0.00681788,18.2116,3.65
,74,-0.00505732,18.1869,3.7
,75,-0.00458151,18.1618,3.75
,76,-0.00544426,18.1366,3.8
,77,-0.00656965,18.1116,3.85
,78,-0.00708872,18.0869,3.9
,79,-0.0059976,18.0619,3.95
,80,-0.00749905,18.0369,4
,81,-0.00737397,18.0116,4.05
,82,-0.00556311,17.9869,4.1
,83,-0.00524554,17.9618,4.15
,84,-0.00593681,17.9366,4.2
,85,-0.00669786,17.9116,4.25
,86,-0.00568198,17.8869,4.3
,87,-0.00384072,17.8618,4.35
,88,-0.00566326,17.8366,4.4
,89,-0.00499301,17.8116,4.45
,90,-0.00449071,17.7866,4.5
,91,-0.00435355,17.7615,4.55
,92,-0.00433133,17.7366,4.6
,93,-0.0063187,17.7115,4.65
,94,-0.00432275,17.6866,4.7
,95,-0.00176878,17.6615,4.75
,96,-0.00339142,17.6365,4.8
,97,-0.0035204,17.6112,4.851
,98,-0.00456981,17.5864,4.901
,99,-0.000543247,17.5615,4.951
,100,-0.00310306,17.5366,5.001
,101,-0.00399075,17.5115,5.051
,102,-0.00269545,17.4866,5.101
,103,-0.00164058,17.4615,5.151
,104,-0.00219743,17.4366,5.201
,105,-0.00207274,17.4115,5.251
,106,-0.00186154,17.3869,5.301
,107,0.000385369,17.3618,5.351
,108,-0.00182529,17.3366,5.401
,109,-0.00183074,17.3116,5.451
,110,-0.00177113,17.2869,5.501
,111,5.38E-05,17.2623,5.551
,112,0.000794535,17.237,5.601
,113,0.000118837,17.2131,5.651
,114,0.000451619,17.1877,5.701
,115,0.00113435,17.1631,5.751
,116,0.000824536,17.1381,5.801
,117,-0.000360484,17.1131,5.851
,118,-0.000418151,17.0881,5.901
,119,0.00160585,17.0631,5.951
,120,0.00145661,17.0381,6.001
,121,0.0013089,17.0131,6.051
,122,0.00101471,16.9881,6.101
,123,0.000505005,16.9631,6.151
,124,0.00272268,16.9379,6.201
,125,0.00113901,16.9129,6.251
,126,0.00156533,16.8881,6.301
,127,0.00243198,16.8631,6.351
,128,0.00312171,16.8379,6.401
,129,0.00233378,16.8129,6.451
,130,0.00205282,16.7881,6.501
,131,0.00122124,16.7628,6.551
,132,0.0032842,16.7378,6.601
,133,0.00259954,16.7128,6.651
,134,0.00244328,16.6878,6.701
,135,0.00553033,16.6628,6.751
,136,0.00228741,16.6378,6.801
,137,0.00189851,16.6128,6.851
,138,0.00256759,16.5876,6.901
,139,0.00448131,16.5628,6.951
,140,0.003262,16.5378,7.001
,141,0.00141608,16.5126,7.051
,142,0.00151195,16.4878,7.101
,143,0.00464965,16.4628,7.151
,144,0.00280452,16.4378,7.201
,145,0.00264007,16.4129,7.251
,146,0.00356205,16.3881,7.301
,147,0.00456743,16.3631,7.351
,148,0.00382781,16.3379,7.401
,149,0.00219115,16.3131,7.451
,150,0.00185525,16.2881,7.501
,151,0.0038812,16.2631,7.551
,152,0.00176133,16.2381,7.601
,153,0.00371988,16.2131,7.651
,154,0.0021853,16.1882,7.701
,155,0.0048293,16.1644,7.751
,156,0.00290077,16.1396,7.801
,157,0.0010677,16.1145,7.851
,158,-0.000280594,16.0894,7.901
,159,0.00270943,16.0646,7.951
,160,0.001789,16.0396,8.001
,161,0.00176991,16.0145,8.051
,162,-0.000935261,15.9894,8.101
,163,0.00160858,15.9644,8.151
,164,0.000733356,15.9396,8.201
,165,0.00182525,15.9145,8.251
,166,0.00107044,15.8894,8.301
,167,0.00136854,15.8646,8.351
,168,-0.00209769,15.8394,8.401
,169,-0.0002389,15.8144,8.451
,170,-0.00203611,15.7894,8.501
,171,0.00130113,15.7644,8.551
,172,-0.00248269,15.7394,8.601
,173,-0.000491411,15.7144,8.651
,174,-0.00384617,15.6894,8.701
,175,-0.00174073,15.6644,8.751
,176,-0.0022477,15.6394,8.801
,177,0.00108914,15.6144,8.851
,178,-0.00363808,15.5894,8.901
,179,-0.000786791,15.5644,8.951
,180,-0.00182217,15.5394,9.001
,181,-0.00290354,15.5144,9.051
,182,-0.00325036,15.4894,9.101
,183,-0.00117219,15.4644,9.151
,184,-0.00387891,15.4394,9.201
,185,-0.00344441,15.4144,9.251
,186,-0.00382631,15.3894,9.301
,187,-0.00245073,15.3646,9.351
,188,-0.00501756,15.3396,9.401
,189,-0.00446694,15.3145,9.451
,190,-0.00525487,15.2894,9.501
,191,-0.00384268,15.2646,9.551
,192,-0.00556973,15.2399,9.601
,193,-0.00433601,15.215,9.651
,194,-0.0047896,15.19,9.701
,195,-0.00405894,15.165,9.751
,196,-0.00494468,15.14,9.801
,197,-0.00359522,15.1158,9.851
,198,-0.00533126,15.0908,9.901
,199,-0.00413338,15.0658,9.951
,200,-0.00413415,15.0408,10
,201,-0.00608294,15.0158,10.05
,202,-0.00437069,14.9908,10.1
,203,-0.00510212,14.9658,10.15
,204,-0.00354729,14.9408,10.2
,205,-0.00572756,14.9158,10.25
,206,-0.00673138,14.8908,10.3
,207,-0.00544231,14.8658,10.35
,208,-0.00557169,14.8408,10.4
,209,-0.00440536,14.8158,10.45
,210,-0.00486559,14.7908,10.5
,211,-0.00494663,14.7658,10.55
,212,-0.004684,14.7408,10.6
,213,-0.00520343,14.7158,10.65
,214,-0.00441473,14.6908,10.7
,215,-0.00538035,14.6658,10.75
,216,-0.00334816,14.6408,10.8
,217,-0.00549297,14.6158,10.85
,218,-0.00235176,14.5908,10.9
,219,-0.00429041,14.5658,10.95
,220,-0.00218185,14.5413,11
,221,-0.00283301,14.5162,11.05
,222,-0.00429431,14.4912,11.1
,223,-0.00350792,14.466,11.15
,224,-0.00200065,14.4413,11.2
,225,-0.00352585,14.4165,11.25
,226,-0.00424911,14.3915,11.3
,227,-0.00406752,14.3665,11.35
,228,-0.00163864,14.3415,11.4
,229,-0.0038758,14.3165,11.45
,230,-0.00196129,14.2915,11.5
,231,-0.00265026,14.2665,11.55
,232,0.000130917,14.2415,11.6
,233,-0.0016776,14.2165,11.65
,234,-0.00220522,14.1915,11.7
,235,-0.00176957,14.1667,11.75
,236,-0.000689765,14.1419,11.8
,237,-0.00259062,14.1169,11.85
,238,-0.000589227,14.0918,11.9
,239,-0.000597795,14.0677,11.95
,240,-0.000710015,14.0429,12
,241,-9.12E-05,14.0178,12.05
,242,0.000835066,13.9927,12.1
,243,0.000311335,13.9679,12.15
,244,0.00217323,13.9429,12.2
,245,0.00160858,13.9179,12.25
,246,0.00016131,13.8929,12.3
,247,2.69E-05,13.8679,12.35
,248,0.00318446,13.8429,12.4
,249,0.000304704,13.8179,12.45
,250,-0.000312547,13.7929,12.5
,251,0.00147804,13.7679,12.55
,252,0.00199086,13.7429,12.6
,253,0.00192577,13.7179,12.65
,254,0.00143478,13.6929,12.7
,255,0.00241328,13.6679,12.75
,256,0.00282595,13.6429,12.8
,257,0.00209841,13.6179,12.85
,258,0.00251809,13.5929,12.9
,259,0.00172782,13.5679,12.95
,260,0.00270087,13.5429,13
,261,0.00382275,13.5179,13.05
,262,0.00165457,13.4929,13.1
,263,0.00232131,13.4679,13.15
,264,0.00498438,13.4429,13.2
,265,0.00355192,13.4182,13.25
,266,0.00354374,13.3931,13.3
,267,0.00481877,13.3683,13.35
,268,0.00383054,13.3435,13.4
,269,0.00332396,13.3185,13.45
,270,0.00336254,13.2935,13.5
,271,0.00270826,13.2685,13.55
,272,0.00364738,13.2435,13.6
,273,0.00449612,13.2185,13.65
,274,0.00274761,13.1935,13.7
,275,0.0041949,13.1685,13.75
,276,0.00420931,13.1435,13.8
,277,0.00295765,13.1188,13.85
,278,0.00367038,13.0938,13.9
,279,0.00274762,13.0685,13.95
,280,0.00329356,13.0437,14
,281,0.00137087,13.0196,14.05
,282,0.00447546,12.9947,14.1
,283,-0.000295406,12.97,14.15
,284,0.00328109,12.945,14.2
,285,0.00227882,12.92,14.25
,286,0.00326666,12.895,14.3
,287,0.00128514,12.87,14.35
,288,0.00429972,12.845,14.4
,289,0.000279769,12.82,14.45
,290,0.00125125,12.795,14.5
,291,-0.00115231,12.77,14.55
,292,0.00199554,12.745,14.6
,293,0.000802726,12.72,14.65
,294,0.00128749,12.695,14.7
,295,-0.000867064,12.67,14.75
,296,-0.000303194,12.645,14.8
,297,0.000155459,12.6197,14.85
,298,-0.00042283,12.595,14.9
,299,-0.00298147,12.5697,14.95
,300,0.000375628,12.545,15
,301,-0.00188063,12.52,15.05
,302,-0.000692874,12.495,15.1
,303,-0.0048383,12.47,15.15
,304,-0.000921632,12.445,15.2
,305,-0.00242306,12.42,15.25
,306,-0.000727952,12.3953,15.3
,307,-0.00242891,12.37,15.35
,308,-0.0031128,12.3456,15.4
,309,-0.00294602,12.3206,15.45
,310,-0.000805115,12.2956,15.5
,311,-0.00441667,12.2706,15.55
,312,-0.00231005,12.2456,15.6
,313,-0.00385397,12.2206,15.65
,314,-0.00235447,12.1956,15.7
,315,-0.00452578,12.1706,15.75
,316,-0.00374992,12.1456,15.8
,317,-0.00255204,12.1206,15.85
,318,-0.00453631,12.0956,15.9
,319,-0.00641651,12.0706,15.95
,320,-0.00476309,12.0456,16
,321,-0.0054318,12.0209,16.05
,322,-0.00341557,11.9956,16.1
,323,-0.00476193,11.9719,16.15
,324,-0.00559507,11.9469,16.2
,325,-0.00351573,11.9221,16.25
,326,-0.0044077,11.8969,16.3
,327,-0.00566404,11.8719,16.35
,328,-0.00442485,11.8469,16.4
,329,-0.00525565,11.8221,16.45
,330,-0.00464269,11.7969,16.5
,331,-0.00581017,11.7719,16.55
,332,-0.00478648,11.7469,16.6
,333,-0.00389099,11.7219,16.65
,334,-0.00337349,11.6969,16.7
,335,-0.00478959,11.6719,16.75
,336,-0.00459007,11.6469,16.8
,337,-0.00170917,11.6221,16.85
,338,-0.0037624,11.5969,16.9
,339,-0.00459281,11.5719,16.95
,340,-0.00473777,11.5469,17
,341,-0.00351767,11.5221,17.05
,342,-0.00223523,11.4972,17.1
,343,-0.00417078,11.4722,17.15
,344,-0.00438744,11.4469,17.2
,345,-0.00155796,11.4224,17.25
,346,-0.00281586,11.3975,17.3
,347,-0.0042082,11.3725,17.35
,348,-0.00261282,11.3474,17.4
,349,-0.00109815,11.3225,17.45
,350,-0.00245891,11.2975,17.5
,351,-0.00289107,11.2725,17.55
,352,-0.00304577,11.2475,17.6
,353,-0.00115348,11.2228,17.65
,354,-0.00179101,11.1978,17.7
,355,-0.000734573,11.1726,17.75
,356,-0.000636771,11.1476,17.8
,357,-0.00132688,11.1228,17.85
,358,0.000323802,11.0978,17.9
,359,-0.000417362,11.0726,17.95
,360,-0.000778611,11.0476,18
,361,-0.00081563,11.0228,18.05
,362,-0.00049219,10.9978,18.1
,363,-0.00123336,10.9728,18.15
,364,-0.000350346,10.9476,18.2
,365,0.000763357,10.9238,18.25
,366,0.00104509,10.899,18.3
,367,-7.87E-05,10.8739,18.35
,368,0.00198151,10.8488,18.4
,369,0.00155753,10.824,18.45
,370,0.00289492,10.799,18.5
,371,0.00237664,10.7738,18.55
,372,0.00185642,10.7487,18.6
,373,0.00278581,10.724,18.65
,374,0.00231507,10.699,18.7
,375,0.00122318,10.6738,18.75
,376,0.00183809,10.6488,18.8
,377,0.0036696,10.6238,18.85
,378,0.00297908,10.5988,18.9
,379,0.00104315,10.5737,18.95
,380,0.0020953,10.5488,19
,381,0.00366921,10.524,19.05
,382,0.00387419,10.499,19.1
,383,0.00323083,10.4738,19.15
,384,0.00275425,10.4488,19.2
,385,0.00559774,10.424,19.25
,386,0.00324174,10.399,19.3
,387,0.00337033,10.3741,19.35
,388,0.00340345,10.349,19.4
,389,0.00406318,10.324,19.45
,390,0.0040246,10.2991,19.5
,391,0.00322732,10.2741,19.55
,392,0.00461498,10.2493,19.6
,393,0.00485462,10.2244,19.65
,394,0.00509194,10.1991,19.7
,395,0.0033906,10.1741,19.75
,396,0.00227805,10.1493,19.8
,397,0.00488658,10.1244,19.85
,398,0.00421359,10.0994,19.9
,399,0.00291986,10.0744,19.95
,400,0.00310379,10.0494,20
,401,0.00436909,10.0244,20.05
,402,0.00260305,9.9991,20.1
,403,0.00301338,9.9741,20.15
,404,0.0020384,9.9493,20.2
,405,0.00294247,9.9244,20.25
,406,0.00307534,9.8991,20.3
,407,0.00440805,9.8749,20.35
,408,0.000728682,9.8501,20.4
,409,0.00328148,9.8252,20.45
,410,0.0023291,9.8,20.5
,411,0.00266033,9.7749,20.55
,412,0.000490973,9.7498,20.6
,413,0.00293077,9.7249,20.65
,414,0.00214127,9.6998,20.7
,415,0.000974571,9.6749,20.75
,416,1.79E-05,9.6498,20.8
,417,0.00052916,9.6248,20.85
,418,0.00237235,9.5998,20.9
,419,0.00101899,9.5749,20.95
,420,-0.00198467,9.5498,21
,421,0.00112225,9.5249,21.05
,422,-0.000450889,9.4998,21.1
,423,0.000434473,9.4749,21.15
,424,-0.00187595,9.4498,21.2
,425,0.00116045,9.4249,21.25
,426,-0.000960593,9.3998,21.3
,427,0.000597745,9.3749,21.35
,428,-0.00234864,9.3501,21.4
,429,-0.00127351,9.3252,21.45
,430,-0.00188686,9.3,21.5
,431,-0.00262024,9.2749,21.55
,432,-0.0023272,9.2501,21.6
,433,-0.00102567,9.2252,21.65
,434,-0.00229252,9.2002,21.7
,435,-0.00157745,9.1752,21.75
,436,-0.00324334,9.1502,21.8
,437,-9.55E-05,9.1252,21.85
,438,-0.00389995,9.1002,21.9
,439,-0.00230343,9.0752,21.95
,440,-0.00421403,9.0502,22
,441,-0.00318568,9.0252,22.05
,442,-0.00434926,9.0002,22.1
,443,-0.00440655,8.9752,22.15
,444,-0.00541154,8.95,22.2
,445,-0.00421404,8.9252,22.25
,446,-0.00462008,8.9,22.3
,447,-0.00415987,8.8749,22.35
,448,-0.00554986,8.85,22.4
,449,-0.00373861,8.8256,22.45
,450,-0.00519603,8.8009,22.5
,451,-0.00313539,8.7758,22.55
,452,-0.00537374,8.7507,22.6
,453,-0.00434341,8.7258,22.65
,454,-0.00434926,8.7007,22.7
,455,-0.00482466,8.6758,22.75
,456,-0.00528645,8.6507,22.8
,457,-0.00410102,8.6258,22.85
,458,-0.00431302,8.6007,22.9
,459,-0.00436328,8.5758,22.95
,460,-0.00489753,8.5507,23
,461,-0.0045932,8.5258,23.05
,462,-0.00252087,8.5007,23.1
,463,-0.00450318,8.4758,23.15
,464,-0.00493027,8.4508,23.2
,465,-0.00438393,8.426,23.25
,466,-0.00306409,8.4009,23.3
,467,-0.0044872,8.3758,23.35
,468,-0.00387306,8.351,23.4
,469,-0.00307266,8.326,23.45
,470,-0.00540724,8.301,23.5
,471,-0.00312643,8.276,23.55
,472,-0.00322191,8.251,23.6
,473,-0.00162577,8.226,23.65
,474,-0.000779385,8.201,23.7
,475,-0.00267908,8.1762,23.75
,476,-0.002962,8.151,23.8
,477,-0.00251309,8.1262,23.85
,478,-0.00142275,8.1013,23.9
,479,-0.00293003,8.0762,23.95
,480,-0.0027048,8.051,24
,481,-0.00306486,8.0262,24.05
,482,-0.000848358,8.0013,24.1
,483,-0.00167097,7.9762,24.15
,484,-0.00342065,7.951,24.2
,485,-0.00272038,7.926,24.25
,486,-0.00164448,7.901,24.3
,487,-0.00166786,7.876,24.35
,488,-0.00274026,7.851,24.4
,489,-0.00375227,7.826,24.45
,490,0.000754009,7.801,24.5
,491,-0.000134463,7.7769,24.55
,492,-0.000731071,7.7519,24.6
,493,-0.00120725,7.7269,24.65
,494,-0.000259553,7.7019,24.7
,495,0.000453949,7.6769,24.75
,496,0.000453959,7.6519,24.8
,497,0.00103614,7.6269,24.85
,498,0.00218882,7.6019,24.9
,499,0.00214986,7.5769,24.95
,500,-8.89E-05,7.5519,25
,501,0.00134944,7.5269,25.05
,502,0.00348801,7.5019,25.1
,503,0.00211205,7.4769,25.15
,504,0.00182797,7.4519,25.2
,505,0.00184706,7.427,25.25
,506,0.00173601,7.4021,25.3
,507,0.00226871,7.3771,25.35
,508,0.00222662,7.3519,25.4
,509,0.00310652,7.327,25.45
,510,0.00183577,7.3022,25.5
,511,0.00392484,7.2774,25.55
,512,0.00256525,7.2524,25.6
,513,0.00320081,7.2275,25.65
,514,0.00267552,7.2025,25.7
,515,0.00255044,7.1775,25.75
,516,0.00267202,7.1525,25.8
,517,0.00147491,7.1275,25.85
,518,0.00335708,7.1025,25.9
,519,0.00331422,7.0775,25.95
,520,0.0025824,7.0525,26
,521,0.00278386,7.0275,26.05
,522,0.00463172,7.0025,26.1
,523,0.00332084,6.9775,26.15
,524,0.00339721,6.9529,26.2
,525,0.000104025,6.9275,26.25
,526,0.00380171,6.9025,26.3
,527,0.00322381,6.8775,26.35
,528,0.00137127,6.8525,26.4
,529,0.00225467,6.8275,26.45
,530,0.00218453,6.8025,26.5
,531,0.000608658,6.7775,26.55
,532,0.00181861,6.7525,26.6
,533,0.00210893,6.7288,26.65
,534,0.00439324,6.7037,26.7
,535,0.00136074,6.6787,26.75
,536,0.00248926,6.6538,26.8
,537,0.000772317,6.6288,26.85
,538,0.00203412,6.6038,26.9
,539,0.00030159,6.5788,26.95
,540,0.00145232,6.5538,27
,541,0.00109069,6.5288,27.05
,542,0.00202165,6.5041,27.1
,543,-0.0001138,6.4793,27.15
,544,0.00067685,6.4538,27.2
,545,-0.00205131,6.4291,27.25
,546,0.00271138,6.4043,27.3
,547,-0.000138362,6.3794,27.35
,548,-1.52E-05,6.3544,27.4
,549,-0.00140209,6.3291,27.45
,550,-0.00035658,6.3044,27.5
,551,-0.00102451,6.2794,27.55
,552,-0.000375668,6.2544,27.6
,553,-0.00203844,6.2294,27.65
,554,-0.00161057,6.2044,27.7
,555,-0.00273402,6.1796,27.75
,556,-0.00153576,6.1546,27.8
,557,-0.00329439,6.1295,27.85
,558,-0.00169163,6.1049,27.9
,559,-0.0022781,6.0796,27.95
,560,-0.00177658,6.055,28
,561,-0.00258829,6.0297,28.05
,562,-0.00244605,6.005,28.1
,563,-0.00157784,5.98,28.15
,564,-0.00138145,5.9549,28.2
,565,-0.00296706,5.93,28.25
,566,-0.000381917,5.9054,28.3
,567,-0.000999158,5.88,28.35
,568,-0.000124723,5.855,28.4
,569,-0.0014699,5.8297,28.45
,570,0.000301202,5.805,28.5
,571,0.000510842,5.78,28.55
,572,0.00310847,5.755,28.6
,573,0.00300052,5.73,28.65
,574,0.00382977,5.705,28.7
,575,0.00773554,5.6804,28.75
,576,0.0125536,5.6563,28.8
,577,0.015528,5.6313,28.85
,578,0.0245039,5.6063,28.9
,579,0.0329238,5.5812,28.95
,580,0.0463417,5.5563,29
,581,0.0656706,5.5313,29.05
,582,0.0891852,5.5063,29.1
,583,0.120916,5.4818,29.15
,584,0.163112,5.4566,29.2
,585,0.217951,5.432,29.25
,586,0.291489,5.407,29.3
,587,0.385157,5.3821,29.35
,588,0.502415,5.3572,29.4
,589,0.648757,5.3323,29.45
,590,0.836017,5.3074,29.5
,591,1.08694,5.2825,29.55
,592,1.37543,5.2577,29.6
,593,1.71758,5.2329,29.65
,594,2.11683,5.2081,29.7
,595,2.54873,5.1836,29.75
,596,3.03562,5.1589,29.8
,597,3.58089,5.1342,29.85
,598,4.16038,5.11,29.9
,599,4.77478,5.085,29.95
,600,5.43476,5.0607,30
,601,6.05982,5.0361,30.05
,602,6.61996,5.0114,30.1
,603,7.0312,4.9866,30.15
,604,7.25891,4.9617,30.2
,605,7.68134,4.937,30.25
,606,8.33934,4.9124,30.3
,607,9.12386,4.8879,30.35
,608,10.0452,4.8634,30.4
,609,11.1102,4.8387,30.45
,610,12.3034,4.8148,30.5
,611,13.6625,4.7906,30.55
,,,,
Interval and data points:,2,100,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1,15.3594,4.7572,30.7
,2,14.9735,4.7576,30.8
,3,14.8011,4.7575,30.9
,4,14.6781,4.7574,31
,5,14.5795,4.7574,31.1
,6,14.4985,4.7573,31.2
,7,14.4227,4.7573,31.3
,8,14.3616,4.7572,31.4
,9,14.3049,4.7572,31.5
,10,14.259,4.7572,31.6
,11,14.2152,4.7571,31.7
,12,14.1782,4.7571,31.8
,13,14.1442,4.7571,31.9
,14,14.1033,4.7571,32
,15,14.0766,4.7571,32.1
,16,14.0468,4.757,32.2
,17,14.0225,4.757,32.3
,18,13.9905,4.757,32.4
,19,13.9701,4.757,32.5
,20,13.9446,4.757,32.6
,21,13.9251,4.757,32.7
,22,13.8988,4.757,32.8
,23,13.8774,4.7569,32.9
,24,13.8654,4.7569,33
,25,13.8468,4.7569,33.1
,26,13.8291,4.7569,33.2
,27,13.8153,4.7569,33.3
,28,13.7981,4.7569,33.4
,29,13.7792,4.7569,33.5
,30,13.7664,4.7569,33.6
,31,13.7543,4.7569,33.7
,32,13.7411,4.7569,33.8
,33,13.7253,4.7568,33.9
,34,13.7124,4.7568,34
,35,13.7014,4.7568,34.1
,36,13.687,4.7568,34.2
,37,13.6725,4.7568,34.3
,38,13.66,4.7568,34.4
,39,13.6535,4.7568,34.5
,40,13.6419,4.7568,34.6
,41,13.6312,4.7568,34.7
,42,13.6188,4.7568,34.8
,43,13.6081,4.7568,34.9
,44,13.6005,4.7568,35
,45,13.5931,4.7568,35.1
,46,13.5819,4.7568,35.2
,47,13.5672,4.7568,35.3
,48,13.5593,4.7568,35.4
,49,13.5496,4.7567,35.5
,50,13.5424,4.7567,35.6
,51,13.5349,4.7567,35.7
,52,13.5268,4.7567,35.8
,53,13.5174,4.7567,35.9
,54,13.509,4.7567,36
,55,13.5022,4.7567,36.1
,56,13.4955,4.7567,36.2
,57,13.4883,4.7567,36.3
,58,13.4802,4.7567,36.4
,59,13.4709,4.7567,36.5
,60,13.4607,4.7567,36.6
,61,13.4519,4.7567,36.7
,62,13.4462,4.7567,36.8
,63,13.4408,4.7567,36.9
,64,13.4382,4.7567,37
,65,13.4311,4.7567,37.1
,66,13.4254,4.7567,37.2
,67,13.4187,4.7567,37.3
,68,13.4114,4.7567,37.4
,69,13.4052,4.7567,37.5
,70,13.3985,4.7567,37.6
,71,13.3952,4.7567,37.7
,72,13.3891,4.7567,37.8
,73,13.3845,4.7566,37.9
,74,13.3797,4.7566,38
,75,13.3724,4.7566,38.1
,76,13.3658,4.7566,38.2
,77,13.3593,4.7566,38.3
,78,13.3521,4.7566,38.4
,79,13.3467,4.7566,38.5
,80,13.3397,4.7566,38.6
,81,13.3362,4.7566,38.7
,82,13.3328,4.7566,38.8
,83,13.3303,4.7566,38.9
,84,13.3255,4.7566,39
,85,13.321,4.7566,39.1
,86,13.3154,4.7566,39.2
,87,13.3096,4.7566,39.3
,88,13.3064,4.7566,39.4
,89,13.3018,4.7566,39.5
,90,13.2948,4.7566,39.6
,91,13.2903,4.7566,39.7
,92,13.2842,4.7566,39.8
,93,13.2813,4.7566,39.9
,94,13.2787,4.7566,40
,95,13.2743,4.7566,40.1
,96,13.2696,4.7566,40.2
,97,13.2668,4.7566,40.3
,98,13.2594,4.7566,40.4
,99,13.2556,4.7566,40.5
,100,13.2507,4.7566,40.6
,,,,
Interval and data points:,3,1000,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1  (invalid),,,
,2  (invalid),,,
,3  (invalid),,,
,4,13.7923,4.7569,40.8
,5,14.6623,4.7574,40.85
,6,15.0276,4.7576,40.9
,7,15.0129,4.7576,40.95
,8,14.8637,4.7575,41
,9,14.6131,4.7574,41.05
,10,13.933,4.757,41.1
,11,12.9442,4.7564,41.15
,12,11.9952,4.7558,41.2
,13,11.4413,4.7555,41.25
,14,11.2133,4.7554,41.3
,15,11.1207,4.7553,41.35
,16,11.0636,4.7553,41.4
,17,11.0562,4.7553,41.45
,18,11.0821,4.7553,41.5
,19,11.2058,4.7554,41.55
,20,11.7717,4.7557,41.6
,21,12.7376,4.7563,41.65
,22,13.6982,4.7568,41.7
,23,14.3701,4.7572,41.75
,24,14.3695,4.7572,41.8
,25,14.2443,4.7572,41.85
,26,14.199,4.7571,41.9
,27,14.1058,4.7571,41.95
,28,14.1011,4.7571,42
,29,13.6178,4.7568,42.05
,30,13.08,4.7565,42.1
,31,12.4809,4.7561,42.15
,32,11.9154,4.7558,42.2
,33,11.2357,4.7554,42.25
,34,10.8282,4.7551,42.3
,35,10.6269,4.755,42.35
,36,10.5862,4.755,42.4
,37,10.5831,4.755,42.45
,38,10.6232,4.755,42.5
,39,10.7474,4.7551,42.55
,40,11.2907,4.7554,42.6
,41,12.3426,4.756,42.65
,42,13.4243,4.7567,42.7
,43,14.056,4.757,42.75
,44,13.865,4.7569,42.8
,45,13.7592,4.7569,42.85
,46,13.7276,4.7568,42.9
,47,13.6615,4.7568,42.95
,48,13.5824,4.7568,43
,49,13.427,4.7567,43.05
,50,13.0118,4.7564,43.1
,51,12.4968,4.7561,43.15
,52,11.9671,4.7558,43.2
,53,11.2598,4.7554,43.25
,54,10.7129,4.7551,43.3
,55,10.45,4.7549,43.35
