Project:,Preeti_MushroomAdhesion,,,
,671,-0.000360479,8.2854,33.55
,672,0.000148838,8.2604,33.6
,673,-0.00294641,8.2354,33.65
,674,-0.00412753,8.2104,33.7
,675,-0.0010997,8.1856,33.75
,676,-0.000600517,8.1607,33.8
,677,-0.00120881,8.1356,33.85
,678,-0.00556585,8.1104,33.9
,679,-0.000361646,8.0856,33.95
,680,-0.00205092,8.0607,34
,681,0.00269463,8.0356,34.05
,682,-0.00140405,8.0104,34.1
,683,-0.000595853,7.9856,34.15
,684,-0.0012396,7.9607,34.2
,685,-0.0011644,7.9356,34.25
,686,-0.00562858,7.9104,34.3
,687,-0.00185919,7.8856,34.35
,688,-0.00371875,7.8607,34.4
,689,-0.00265141,7.8356,34.45
,690,-0.00497859,7.8104,34.5
,691,-0.00645509,7.7856,34.55
,692,-0.00286028,7.7612,34.6
,693,-0.00120219,7.7356,34.65
,694,-0.00650809,7.7104,34.7
,695,-0.00531723,7.6854,34.75
,696,-0.00511926,7.6604,34.8
,697,-0.00405816,7.6354,34.85
,698,-0.00625908,7.6104,34.9
,699,-0.00775391,7.5862,34.95
,700,-0.00550816,7.5612,35
,701,-0.0020856,7.5365,35.05
,702,-0.00508108,7.5112,35.1
,703,-0.00466023,7.4864,35.15
,704,-0.00612542,7.4615,35.2
,705,-0.00497704,7.4366,35.25
,706,-0.0057556,7.4115,35.3
,707,-0.00207118,7.3866,35.35
,708,-0.010456,7.3615,35.4
,709,-0.00696012,7.3366,35.45
,710,-0.0070739,7.3115,35.5
,711,-0.00488507,7.2869,35.55
,712,-0.00303526,7.2618,35.6
,713,-0.00888007,7.2366,35.65
,714,-0.0069305,7.2116,35.7
,715,-0.00579186,7.1869,35.75
,716,-0.0037207,7.1618,35.8
,717,-0.00773636,7.1366,35.85
,718,-0.00894009,7.1119,35.9
,719,-0.00517849,7.0869,35.95
,720,-0.00777651,7.0618,36
,721,-0.00865523,7.0366,36.05
,722,-0.00798888,7.0116,36.1
,723,-0.0052915,6.9869,36.15
,724,-0.000832001,6.9618,36.2
,725,-0.00333765,6.9366,36.25
,726,-0.00155563,6.9116,36.3
,727,-0.00303954,6.8869,36.35
,728,-0.00185452,6.8618,36.4
,729,-0.00610127,6.8366,36.45
,730,-0.00087369,6.8115,36.5
,731,0.000145321,6.7866,36.55
,732,-0.00100151,6.7615,36.6
,733,-0.00426158,6.7366,36.65
,734,-0.00246632,6.7115,36.7
,735,-0.000258386,6.6866,36.75
,736,0.000957434,6.6615,36.8
,737,-0.00011225,6.6366,36.85
,738,0.00457601,6.6115,36.9
,739,0.00613629,6.5866,36.95
,740,0.00762175,6.5615,37
,741,0.00946416,6.537,37.05
,742,0.0127663,6.5124,37.1
,743,0.0198718,6.4878,37.15
,744,0.0267532,6.4628,37.2
,745,0.0357252,6.4378,37.25
,746,0.0536634,6.4128,37.3
,747,0.0670797,6.3881,37.35
,748,0.0897506,6.3631,37.4
,749,0.117257,6.3379,37.45
,750,0.152891,6.313,37.5
,751,0.195789,6.2882,37.55
,752,0.246665,6.2633,37.6
