Project:,Preeti_MushroomAdhesion,,,
,68,-0.00745149,18.3354,3.4
,69,-0.00936365,18.3104,3.45
,70,-0.00555414,18.2854,3.5
,71,-0.00797055,18.2604,3.55
,72,-0.00683463,18.2362,3.6
,73,-0.00900165,18.2112,3.65
,74,-0.00653496,18.1864,3.7
,75,-0.00822541,18.1615,3.75
,76,-0.00581873,18.1365,3.8
,77,-0.0103761,18.1112,3.85
,78,-0.00821294,18.0864,3.9
,79,-0.00950942,18.0615,3.95
,80,-0.00817358,18.0365,4
,81,-0.00947745,18.0112,4.05
,82,-0.00771921,17.9864,4.1
,83,-0.0101107,17.9615,4.15
,84,-0.0090297,17.9365,4.2
,85,-0.00973543,17.9112,4.25
,86,-0.0102276,17.8864,4.3
,87,-0.00961384,17.8615,4.35
,88,-0.00964384,17.8365,4.4
,89,-0.00968086,17.8112,4.45
,90,-0.0102397,17.7864,4.5
,91,-0.00886604,17.7615,4.55
,92,-0.0108807,17.7365,4.6
,93,-0.00932119,17.7112,4.65
,94,-0.0102416,17.6862,4.7
,95,-0.0109844,17.6612,4.75
,96,-0.00939874,17.6362,4.8
,97,-0.00983206,17.6112,4.851
,98,-0.00973463,17.5862,4.901
,99,-0.0089011,17.5615,4.951
,100,-0.0088711,17.5365,5.001
,101,-0.00844362,17.5112,5.051
,102,-0.00827607,17.4863,5.101
,103,-0.00778896,17.4615,5.151
,104,-0.00898411,17.4365,5.201
,105,-0.0102081,17.4112,5.251
,106,-0.00913298,17.3866,5.301
,107,-0.00745461,17.3615,5.351
,108,-0.00955383,17.3366,5.401
,109,-0.00876667,17.3116,5.451
,110,-0.00767634,17.2869,5.501
,111,-0.00718612,17.2618,5.551
,112,-0.00811591,17.2366,5.601
,113,-0.0103726,17.2121,5.651
,114,-0.0092035,17.1877,5.701
,115,-0.00600967,17.1631,5.751
,116,-0.00813266,17.1379,5.801
,117,-0.00920467,17.1131,5.851
,118,-0.00801613,17.0881,5.901
,119,-0.00558726,17.0631,5.951
,120,-0.00767673,17.0379,6.001
,121,-0.00640677,17.0129,6.051
,122,-0.00651703,16.9881,6.101
,123,-0.0059372,16.9631,6.151
,124,-0.00600267,16.9379,6.201
,125,-0.00788015,16.9129,6.251
,126,-0.00662927,16.8881,6.301
,127,-0.00371406,16.8631,6.351
,128,-0.00569092,16.8379,6.401
,129,-0.00487921,16.8129,6.451
,130,-0.00553543,16.7878,6.501
,131,-0.00530007,16.7628,6.551
,132,-0.00438275,16.7378,6.601
,133,-0.00355702,16.7128,6.651
,134,-0.00462786,16.6878,6.701
,135,-0.00241293,16.6628,6.751
,136,-0.00474672,16.6378,6.801
,137,-0.00406166,16.6128,6.851
,138,-0.00203453,16.5876,6.901
,139,-0.00259178,16.5628,6.951
,140,-0.00188295,16.5378,7.001
,141,-0.00315175,16.5128,7.051
,142,-0.00326671,16.4878,7.101
,143,-0.000882253,16.4628,7.151
,144,-0.0029347,16.4378,7.201
,145,-0.00409907,16.4128,7.251
,146,-0.00211988,16.3878,7.301
,147,-0.00339919,16.3631,7.351
,148,-0.00233459,16.3379,7.401
,149,-0.00415518,16.3129,7.451
,150,-0.00279363,16.2881,7.501
,151,-0.00242851,16.2631,7.551
,152,-0.00254385,16.2379,7.601
,153,-0.00445563,16.2131,7.651
,154,-0.00324683,16.1881,7.701
,155,-0.00118776,16.1631,7.751
,156,-0.00327839,16.1394,7.801
,157,-0.00147885,16.1144,7.851
,158,-0.00371912,16.0894,7.901
,159,-0.0011488,16.0644,7.951
,160,-0.00259683,16.0394,8.001
,161,-0.00206025,16.0144,8.051
,162,-0.00286923,15.9894,8.101
,163,-0.00160472,15.9644,8.151
,164,-0.00320046,15.9391,8.201
,165,-0.00232406,15.9141,8.251
,166,-0.00343895,15.8893,8.301
,167,-0.00127933,15.8644,8.351
,168,-0.0023268,15.8391,8.401
,169,-0.0030442,15.8141,8.451
,170,-0.00308824,15.7893,8.501
,171,-0.00196946,15.7641,8.551
,172,-0.00475919,15.739,8.601
,173,-0.00307304,15.7141,8.651
,174,-0.00517887,15.689,8.701
,175,-0.00334932,15.6641,8.751
,176,-0.00386643,15.639,8.801
,177,-0.0050799,15.6139,8.851
,178,-0.00590836,15.5887,8.901
,179,-0.00283065,15.5641,8.951
,180,-0.00629414,15.539,9.001
,181,-0.00496766,15.5141,9.051
,182,-0.00684242,15.4893,9.101
,183,-0.0042152,15.4641,9.151
,184,-0.00578522,15.4391,9.201
,185,-0.0041657,15.4141,9.251
,186,-0.00687282,15.3893,9.301
,187,-0.00367588,15.3644,9.351
,188,-0.00560285,15.3394,9.401
,189,-0.00615308,15.3144,9.451
,190,-0.00723639,15.2894,9.501
,191,-0.00271025,15.2644,9.551
,192,-0.00714482,15.2394,9.601
,193,-0.00494662,15.2144,9.651
,194,-0.00805434,15.1894,9.701
,195,-0.00607242,15.1646,9.751
,196,-0.00738487,15.1396,9.801
,197,-0.00534916,15.1145,9.851
,198,-0.0100651,15.0902,9.901
,199,-0.00630662,15.0654,9.951
,200,-0.0090714,15.0405,10
,201,-0.00745149,15.0154,10.05
,202,-0.00997,14.9902,10.1
,203,-0.00738953,14.9654,10.15
,204,-0.0078252,14.9405,10.2
,205,-0.00872654,14.9152,10.25
,206,-0.0103071,14.8902,10.3
,207,-0.00859442,14.8652,10.35
,208,-0.00919727,14.8402,10.4
,209,-0.00855781,14.8152,10.45
,210,-0.00954136,14.7902,10.5
,211,-0.00979621,14.7652,10.55
,212,-0.00877212,14.7402,10.6
,213,-0.0103468,14.7152,10.65
,214,-0.0103616,14.6902,10.7
,215,-0.00894709,14.6652,10.75
,216,-0.00886292,14.6402,10.8
,217,-0.00927287,14.6152,10.85
,218,-0.0118798,14.5902,10.9
,219,-0.00975608,14.5652,10.95
,220,-0.0107918,14.5402,11
,221,-0.0125544,14.5152,11.05
,222,-0.0121448,14.4902,11.1
,223,-0.0106399,14.4654,11.15
,224,-0.00961736,14.4405,11.2
,225,-0.0111893,14.4152,11.25
,226,-0.0127028,14.3902,11.3
,227,-0.0118186,14.3654,11.35
,228,-0.00918675,14.3407,11.4
,229,-0.0103663,14.3154,11.45
,230,-0.0102116,14.2902,11.5
,231,-0.0104158,14.2657,11.55
,232,-0.00966917,14.2408,11.6
,233,-0.00899814,14.2158,11.65
,234,-0.0100666,14.1908,11.7
,235,-0.010281,14.1658,11.75
,236,-0.0078365,14.1408,11.8
,237,-0.00898177,14.1158,11.85
,238,-0.00922065,14.0908,11.9
,239,-0.0075419,14.0658,11.95
,240,-0.00840817,14.0417,12
,241,-0.00772116,14.0167,12.05
,242,-0.00912868,13.9917,12.1
,243,-0.00870082,13.9667,12.15
,244,-0.00617178,13.9417,12.2
,245,-0.00514419,13.9162,12.25
,246,-0.00930015,13.8917,12.3
,247,-0.00760854,13.8667,12.35
,248,-0.00562468,13.8417,12.4
,249,-0.00498988,13.8167,12.45
,250,-0.00758867,13.7917,12.5
,251,-0.00670761,13.7667,12.55
,252,-0.00291327,13.7417,12.6
,253,-0.00549568,13.7167,12.65
,254,-0.00545321,13.6917,12.7
,255,-0.00562271,13.6667,12.75
,256,-0.003875,13.6417,12.8
,257,-0.00472529,13.6167,12.85
,258,-0.00618075,13.5917,12.9
,259,-0.00313226,13.5667,12.95
,260,-0.00375186,13.5417,13
,261,-0.00380447,13.5167,13.05
,262,-0.00362639,13.4917,13.1
,263,-0.00259764,13.4668,13.15
,264,-0.0027683,13.4421,13.2
,265,-0.00383798,13.4171,13.25
,266,-0.00294366,13.392,13.3
,267,-0.00248111,13.3671,13.35
,268,-0.00130232,13.3423,13.4
,269,-0.0029951,13.3173,13.45
,270,-0.00412089,13.2923,13.5
,271,-0.00270634,13.2673,13.55
,272,-0.00209494,13.2423,13.6
,273,-0.00155601,13.2173,13.65
,274,-0.00207078,13.1923,13.7
,275,-0.00128245,13.1674,13.75
,276,-1.96E-06,13.1427,13.8
,277,-0.00365834,13.1178,13.85
,278,-0.00306719,13.0927,13.9
,279,-0.00286884,13.0677,13.95
,280,-0.000872895,13.0429,14
,281,-0.00249163,13.0178,14.05
,282,-0.00158524,12.9937,14.1
,283,-0.00289728,12.9687,14.15
,284,-0.00146834,12.9437,14.2
,285,-0.00369379,12.9188,14.25
,286,-0.00183424,12.8937,14.3
,287,-0.00176839,12.8684,14.35
,288,-0.000329291,12.8437,14.4
,289,-0.0025684,12.8187,14.45
,290,-0.00147651,12.7937,14.5
,291,-0.00428729,12.7687,14.55
,292,-0.00202479,12.7437,14.6
,293,-0.00182215,12.7187,14.65
,294,-0.00212611,12.6937,14.7
,295,-0.00407335,12.6687,14.75
,296,-0.000441526,12.6438,14.8
,297,-0.0019075,12.6185,14.85
,298,-0.00187827,12.5936,14.9
,299,-0.00508691,12.5685,14.95
,300,-0.000913039,12.5438,15
,301,-0.00556077,12.5187,15.05
,302,-0.00338518,12.4937,15.1
,303,-0.00498247,12.4687,15.15
,304,-0.00118035,12.4439,15.2
,305,-0.00389682,12.419,15.25
,306,-0.00515082,12.394,15.3
,307,-0.00618854,12.3694,15.35
,308,-0.00462281,12.3439,15.4
,309,-0.00531293,12.3194,15.45
,310,-0.00455928,12.2944,15.5
,311,-0.004555,12.2694,15.55
,312,-0.00438548,12.2444,15.6
,313,-0.0056804,12.2194,15.65
,314,-0.00604201,12.1944,15.7
,315,-0.00617801,12.1694,15.75
,316,-0.00395372,12.1445,15.8
,317,-0.00610047,12.1196,15.85
,318,-0.00577196,12.0946,15.9
,319,-0.00750098,12.0697,15.95
,320,-0.00460488,12.045,16
,321,-0.00828036,12.0199,16.05
,322,-0.00678281,11.995,16.1
,323,-0.0078782,11.97,16.15
,324,-0.00752515,11.9458,16.2
,325,-0.0068093,11.9208,16.25
,326,-0.00642391,11.896,16.3
,327,-0.0114005,11.8712,16.35
,328,-0.00742811,11.8462,16.4
,329,-0.00834932,11.8212,16.45
,330,-0.00711209,11.7962,16.5
,331,-0.0113066,11.7712,16.55
,332,-0.00881811,11.7462,16.6
,333,-0.00941277,11.7212,16.65
,334,-0.00917778,11.6962,16.7
,335,-0.0101606,11.6712,16.75
,336,-0.00914389,11.6462,16.8
,337,-0.00825697,11.6212,16.85
,338,-0.0092378,11.5962,16.9
,339,-0.0101719,11.5712,16.95
,340,-0.0107085,11.5462,17
,341,-0.0101832,11.5212,17.05
,342,-0.0106672,11.4962,17.1
,343,-0.0106399,11.4712,17.15
,344,-0.00991194,11.4462,17.2
,345,-0.0084935,11.4215,17.25
,346,-0.00917272,11.3965,17.3
,347,-0.0109824,11.3716,17.35
,348,-0.0106375,11.3468,17.4
,349,-0.0108129,11.3219,17.45
,350,-0.0106434,11.2966,17.5
,351,-0.0110728,11.2719,17.55
,352,-0.0106948,11.2469,17.6
,353,-0.00978296,11.2219,17.65
,354,-0.00976114,11.1969,17.7
,355,-0.0106968,11.1719,17.75
,356,-0.00937107,11.1469,17.8
,357,-0.00866068,11.1219,17.85
,358,-0.0083236,11.0971,17.9
,359,-0.0106177,11.0719,17.95
,360,-0.00877875,11.0478,18
,361,-0.00731005,11.0221,18.05
,362,-0.0100869,10.9971,18.1
,363,-0.00986324,10.9719,18.15
,364,-0.00931144,10.9469,18.2
,365,-0.00668967,10.9221,18.25
,366,-0.00848766,10.8975,18.3
,367,-0.00971243,10.8732,18.35
,368,-0.0083505,10.8481,18.4
,369,-0.00688529,10.8234,18.45
,370,-0.00748345,10.7984,18.5
,371,-0.0074628,10.7731,18.55
,372,-0.00723366,10.7481,18.6
,373,-0.0062088,10.7234,18.65
,374,-0.00629493,10.6984,18.7
,375,-0.00707858,10.6732,18.75
,376,-0.00700219,10.6481,18.8
,377,-0.0052194,10.6234,18.85
,378,-0.0064656,10.5984,18.9
,379,-0.00549724,10.5732,18.95
,380,-0.00559545,10.5481,19
,381,-0.00484413,10.5234,19.05
,382,-0.00407452,10.4984,19.1
,383,-0.00610865,10.4735,19.15
,384,-0.00543061,10.4486,19.2
,385,-0.00524863,10.4237,19.25
,386,-0.00464852,10.3987,19.3
,387,-0.00539319,10.3737,19.35
,388,-0.00572209,10.3486,19.4
,389,-0.00258516,10.3237,19.45
,390,-0.00417662,10.2987,19.5
,391,-0.00671734,10.2737,19.55
,392,-0.00321528,10.2487,19.6
,393,-0.00305901,10.224,19.65
,394,-0.00430093,10.199,19.7
,395,-0.00442251,10.1739,19.75
,396,-0.00296432,10.1487,19.8
,397,-0.00217559,10.124,19.85
,398,-0.00336218,10.099,19.9
,399,-0.00487336,10.0741,19.95
,400,-0.00318137,10.0487,20
,401,-0.00208716,10.024,20.05
,402,-0.00329515,9.999,20.1
,403,-0.00110047,9.9741,20.15
,404,-0.00274648,9.9487,20.2
,405,-0.00258671,9.924,20.25
,406,-0.0028782,9.899,20.3
,407,-0.00285365,9.8739,20.35
,408,-0.00396774,9.8487,20.4
,409,-0.0020657,9.8248,20.45
,410,-0.00201584,9.7998,20.5
,411,-0.000732616,9.7747,20.55
,412,-0.0023981,9.7496,20.6
,413,-0.00193245,9.7248,20.65
,414,-0.00296705,9.6998,20.7
,415,-0.00267946,9.6746,20.75
,416,-0.00326788,9.6496,20.8
,417,-0.00174929,9.6246,20.85
,418,-0.00194803,9.5996,20.9
,419,-0.00366029,9.5746,20.95
,420,-0.00456318,9.5496,21
,421,-0.00154198,9.5246,21.05
,422,-0.00287041,9.4998,21.1
,423,-0.00278117,9.4747,21.15
,424,-0.00263307,9.4496,21.2
,425,-0.00140871,9.4249,21.25
,426,-0.0039806,9.3998,21.3
,427,-0.00362171,9.3749,21.35
,428,-0.00467814,9.3498,21.4
,429,-0.00284507,9.3249,21.45
,430,-0.00389098,9.2998,21.5
,431,-0.0038068,9.2749,21.55
,432,-0.0057673,9.25,21.6
,433,-0.00257033,9.2252,21.65
,434,-0.00507366,9.2,21.7
,435,-0.00352818,9.1749,21.75
,436,-0.00532267,9.15,21.8
,437,-0.00377134,9.1252,21.85
,438,-0.00657081,9.1002,21.9
,439,-0.00450706,9.0752,21.95
,440,-0.00549802,9.0502,22
,441,-0.00485973,9.0252,22.05
,442,-0.00548946,9,22.1
,443,-0.00629259,8.9749,22.15
,444,-0.00677579,8.95,22.2
,445,-0.00623218,8.9252,22.25
,446,-0.00719314,8.9,22.3
,447,-0.00620647,8.8749,22.35
,448,-0.0091205,8.85,22.4
,449,-0.0076097,8.8252,22.45
,450,-0.0085387,8.7998,22.5
,451,-0.0083427,8.7758,22.55
,452,-0.00991194,8.7507,22.6
,453,-0.00731861,8.7258,22.65
,454,-0.0106703,8.7007,22.7
,455,-0.00851259,8.6758,22.75
,456,-0.00931924,8.6507,22.8
,457,-0.0087277,8.6258,22.85
,458,-0.00973659,8.6007,22.9
,459,-0.00912089,8.5758,22.95
,460,-0.00869185,8.5507,23
,461,-0.00945056,8.5258,23.05
,462,-0.0107552,8.5007,23.1
,463,-0.00855429,8.4758,23.15
,464,-0.0111363,8.4507,23.2
,465,-0.0100117,8.4258,23.25
,466,-0.0112353,8.4009,23.3
,467,-0.0101064,8.3758,23.35
,468,-0.0120622,8.3508,23.4
,469,-0.0116717,8.326,23.45
,470,-0.0104598,8.3009,23.5
,471,-0.0101134,8.2758,23.55
,472,-0.0118798,8.251,23.6
,473,-0.0107848,8.226,23.65
,474,-0.0105526,8.201,23.7
,475,-0.0105432,8.176,23.75
,476,-0.0107022,8.151,23.8
,477,-0.0116515,8.1262,23.85
,478,-0.0118031,8.101,23.9
,479,-0.0118346,8.076,23.95
,480,-0.0112984,8.051,24
,481,-0.0115533,8.026,24.05
,482,-0.00973659,8.001,24.1
,483,-0.0110085,7.976,24.15
,484,-0.0106929,7.951,24.2
,485,-0.00955344,7.926,24.25
,486,-0.00768959,7.9009,24.3
,487,-0.0107568,7.8758,24.35
,488,-0.0102556,7.8508,24.4
,489,-0.0108994,7.826,24.45
,490,-0.00707507,7.8009,24.5
,491,-0.00890579,7.7758,24.55
,492,-0.00852818,7.7507,24.6
,493,-0.0116787,7.7266,24.65
,494,-0.00803134,7.7015,24.7
,495,-0.0104766,7.6766,24.75
,496,-0.00947472,7.6515,24.8
,497,-0.00786729,7.6266,24.85
,498,-0.00768102,7.6015,24.9
,499,-0.00878965,7.5766,24.95
,500,-0.00771842,7.5512,25
,501,-0.00800212,7.5266,25.05
,502,-0.0081194,7.5015,25.1
,503,-0.00869146,7.4766,25.15
,504,-0.00747487,7.4516,25.2
,505,-0.00675241,7.4269,25.25
,506,-0.0046337,7.4018,25.3
,507,-0.00596409,7.3766,25.35
,508,-0.00679995,7.3519,25.4
,509,-0.00732562,7.3269,25.45
,510,-0.00402191,7.3019,25.5
,511,-0.00564338,7.2769,25.55
,512,-0.00654432,7.2519,25.6
,513,-0.00644885,7.2269,25.65
,514,-0.00686697,7.2019,25.7
,515,-0.00626881,7.1771,25.75
,516,-0.00528915,7.1519,25.8
,517,-0.00573184,7.127,25.85
,518,-0.00359755,7.1021,25.9
,519,-0.00507483,7.0771,25.95
,520,-0.00501638,7.0519,26
,521,-0.00506821,7.027,26.05
,522,-0.00367276,7.0021,26.1
,523,-0.00408893,6.9771,26.15
,524,-0.00406361,6.9519,26.2
,525,-0.0046419,6.927,26.25
,526,-0.00297523,6.9021,26.3
,527,-0.00262451,6.8771,26.35
,528,-0.00289261,6.8519,26.4
,529,-0.00401061,6.8269,26.45
,530,-0.00318215,6.8019,26.5
,531,-0.00454291,6.7769,26.55
,532,-0.00366731,6.7519,26.6
,533,-0.00299354,6.7269,26.65
,534,-0.0036482,6.7019,26.7
,535,-0.00275818,6.6777,26.75
,536,-0.00395178,6.6531,26.8
,537,-0.00501444,6.6281,26.85
,538,-0.00187867,6.6031,26.9
,539,-0.00398606,6.5781,26.95
,540,-0.00319267,6.5531,27
,541,-0.004615,6.5282,27.05
,542,-0.00326242,6.5034,27.1
,543,-0.00386214,6.4784,27.15
,544,-0.00199596,6.4532,27.2
,545,-0.00553115,6.4282,27.25
,546,-0.00215378,6.4034,27.3
,547,-0.0053854,6.3784,27.35
,548,-0.0042452,6.3534,27.4
,549,-0.00578171,6.3282,27.45
,550,-0.00219118,6.3037,27.5
,551,-0.00466878,6.2787,27.55
,552,-0.00352546,6.2537,27.6
,553,-0.00575951,6.2287,27.65
,554,-0.00402503,6.2037,27.7
,555,-0.0062466,6.1787,27.75
,556,-0.00431301,6.1537,27.8
,557,-0.00518705,6.1287,27.85
,558,-0.00322968,6.1037,27.9
,559,-0.0069566,6.0787,27.95
,560,-0.00367315,6.0537,28
,561,-0.00615346,6.0287,28.05
,562,-0.00455109,6.0037,28.1
,563,-0.00715963,5.9787,28.15
,564,-0.00462631,5.9537,28.2
,565,-0.00725782,5.9287,28.25
,566,-0.00375888,5.904,28.3
,567,-0.0064621,5.879,28.35
,568,-0.00436015,5.8537,28.4
,569,-0.00633584,5.8287,28.45
,570,-0.00460136,5.8037,28.5
,571,-0.00580938,5.7787,28.55
,572,-0.00332827,5.7537,28.6
,573,-0.0052194,5.7287,28.65
,574,-0.00240786,5.7037,28.7
,575,-0.00392527,5.6787,28.75
,576,-0.00142118,5.6537,28.8
,577,0.00160937,5.63,28.85
,578,0.00420621,5.605,28.9
,579,0.0081112,5.58,28.95
,580,0.0177192,5.555,29
,581,0.0262111,5.53,29.05
,582,0.0420895,5.5053,29.1
,583,0.0639623,5.4806,29.15
,584,0.0943099,5.4554,29.2
,585,0.133885,5.4307,29.25
,586,0.18997,5.4057,29.3
,587,0.259092,5.3808,29.35
,588,0.354283,5.3558,29.4
,589,0.476844,5.3309,29.45
,590,0.632555,5.306,29.5
,591,0.832893,5.2811,29.55
,592,1.10607,5.2563,29.6
,593,1.41895,5.2315,29.65
,594,1.78994,5.2067,29.7
,595,2.22161,5.1825,29.75
,596,2.67787,5.1575,29.8
,597,3.21226,5.1329,29.85
,598,3.79779,5.1084,29.9
,599,4.41562,5.0839,29.95
,600,5.09502,5.0593,30
,601,5.78045,5.0347,30.05
,602,6.38925,5.0098,30.1
,603,6.91386,4.9852,30.15
,604,7.23477,4.9605,30.2
,605,7.51528,4.9357,30.25
,606,8.01359,4.911,30.3
,607,8.7294,4.8864,30.35
,608,9.60704,4.8619,30.4
,609,10.633,4.8375,30.45
,610,11.7921,4.8132,30.5
,611,13.156,4.789,30.55
,612,14.7178,4.7649,30.6
,,,,
Interval and data points:,2,100,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1,16.74,4.7318,30.75
,2,16.3742,4.7322,30.85
,3,16.1989,4.7321,30.95
,4,16.0665,4.732,31.05
,5,15.9661,4.7319,31.15
,6,15.885,4.7319,31.25
,7,15.8107,4.7318,31.35
,8,15.7511,4.7318,31.45
,9,15.6938,4.7318,31.55
,10,15.641,4.7317,31.65
,11,15.6001,4.7317,31.75
,12,15.5602,4.7317,31.85
,13,15.5208,4.7317,31.95
,14,15.4896,4.7316,32.05
,15,15.4584,4.7316,32.15
,16,15.4303,4.7316,32.25
,17,15.3945,4.7316,32.35
,18,15.3725,4.7316,32.45
,19,15.3458,4.7316,32.55
,20,15.3245,4.7315,32.65
,21,15.2992,4.7315,32.75
,22,15.2761,4.7315,32.85
,23,15.2575,4.7315,32.95
,24,15.2395,4.7315,33.05
,25,15.2193,4.7315,33.15
,26,15.1977,4.7315,33.25
,27,15.1757,4.7315,33.35
,28,15.1633,4.7314,33.45
,29,15.1518,4.7314,33.55
,30,15.1353,4.7314,33.65
,31,15.12,4.7314,33.75
,32,15.1081,4.7314,33.85
,33,15.0941,4.7314,33.95
,34,15.0793,4.7314,34.05
,35,15.0649,4.7314,34.15
,36,15.0535,4.7314,34.25
,37,15.0418,4.7314,34.35
,38,15.0308,4.7314,34.45
,39,15.0176,4.7314,34.55
,40,15.0052,4.7314,34.65
,41,14.9973,4.7313,34.75
,42,14.9853,4.7313,34.85
,43,14.9727,4.7313,34.95
,44,14.9604,4.7313,35.05
,45,14.9494,4.7313,35.15
,46,14.9426,4.7313,35.25
,47,14.9347,4.7313,35.35
,48,14.9251,4.7313,35.45
,49,14.9171,4.7313,35.55
,50,14.9061,4.7313,35.65
,51,14.8971,4.7313,35.75
,52,14.89,4.7313,35.85
,53,14.8838,4.7313,35.95
,54,14.8766,4.7313,36.05
,55,14.868,4.7313,36.15
,56,14.8564,4.7313,36.25
,57,14.8458,4.7313,36.35
,58,14.8381,4.7313,36.45
,59,14.8333,4.7313,36.55
,60,14.8262,4.7312,36.65
,61,14.8205,4.7312,36.75
,62,14.8138,4.7312,36.85
,63,14.8065,4.7312,36.95
,64,14.7991,4.7312,37.05
,65,14.791,4.7312,37.15
,66,14.7837,4.7312,37.25
,67,14.7774,4.7312,37.35
,68,14.7706,4.7312,37.45
,69,14.7619,4.7312,37.55
,70,14.7504,4.7312,37.65
,71,14.7441,4.7312,37.75
,72,14.7363,4.7312,37.85
,73,14.7316,4.7312,37.95
,74,14.7287,4.7312,38.05
,75,14.7271,4.7312,38.15
,76,14.724,4.7312,38.25
,77,14.7217,4.7312,38.35
,78,14.718,4.7312,38.45
,79,14.7108,4.7312,38.55
,80,14.7087,4.7312,38.65
,81,14.7023,4.7312,38.75
,82,14.696,4.7312,38.85
,83,14.6896,4.7312,38.95
,84,14.683,4.7312,39.05
,85,14.68,4.7312,39.15
,86,14.6746,4.7312,39.25
,87,14.6711,4.7312,39.35
,88,14.6681,4.7312,39.45
,89,14.664,4.7312,39.55
,90,14.6595,4.7311,39.65
,91,14.6541,4.7311,39.75
,92,14.6494,4.7311,39.85
,93,14.6434,4.7311,39.95
,94,14.6386,4.7311,40.05
,95,14.6337,4.7311,40.15
,96,14.6297,4.7311,40.25
,97,14.6235,4.7311,40.35
,98,14.6208,4.7311,40.45
,99,14.6179,4.7311,40.55
,100,14.6142,4.7311,40.65
,,,,
Interval and data points:,3,20,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1  (invalid),,,
,2  (invalid),,,
,3  (invalid),,,
,4,15.7829,4.7318,40.85
,5,15.2475,4.7315,40.9
,6,12.8251,4.7301,40.95
,7,13.4142,4.7304,41
,8,15.8166,4.7318,41.05
,9,14.7415,4.7312,41.1
,10,12.4708,4.7299,41.15
,11,13.0585,4.7302,41.2
,12,15.1168,4.7314,41.25
,13,14.2894,4.7309,41.3
,14,12.3131,4.7298,41.35
,15,12.8378,4.7301,41.4
,16,14.6337,4.7311,41.45
,17,13.9887,4.7308,41.5
,18,12.1503,4.7297,41.55
,19,12.6866,4.73,41.6
,20,14.3031,4.7309,41.65
,,,,
Interval and data points:,4,10,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1,13.5571,4.7305,42.65
,2,13.485,4.7305,43.65
,3,13.4341,4.7304,44.65
,4,13.4051,4.7304,45.65
,5,13.3745,4.7304,46.65
,6,13.3477,4.7304,47.65
,7,13.3223,4.7304,48.65
,8,13.3026,4.7303,49.65
,9,13.2797,4.7303,50.65
,10,13.2632,4.7303,51.65
,,,,
Interval and data points:,5,613,,
